Drug	Protein
4235	Q49A63
3052775	Q49A63
60824	Q49A63
9373	Q49A63
3748	Q49A63
3759	Q49A63
52542	Q49A63
26757	Q49A63
6446650	Q49A63
8366	Q49A63
643975	P27338
2726	P27338
61100	P27338
26758	P27338
23724784	P27338
163727	P27338
636399	P27338
34521	P27338
44571	P27338
4235	P27338
3052775	P27338
60824	P27338
9373	P27338
3748	P27338
3759	P27338
52542	P27338
26757	P27338
6446650	P27338
8366	P27338
4771	P27338
876	Q00266
123596	F1T0G6
5893	V9HWF2
311	B3KTM1
5893	P23368
444972	P23368
123596	A0A024R759
123631	A0A024R759
6450551	A0A024R759
5328940	A0A024R759
156413	A0A024R759
11954378	A0A024R759
11557040	A0A024R759
6444692	A0A024R759
9910986	A0A024RBV4
311	I4AY87
5936	P22303
5983	P22303
7550	P22303
5965	P22303
5741	P22303
5853	P22303
8307	P22303
8246	P22303
5824	P22303
8288	P22303
60953	P22303
27522	P22303
2723754	P22303
121587	P22303
10547	P22303
657348	P22303
6918078	P22303
129791	P22303
135462830	P22303
77991	P22303
132228	P22303
6419928	P22303
9651	P22303
6049	P08473
6287	A0A024R6G4
338	P05164
1983	P05164
1349907	P05164
657298	P05164
448537	P05164
3117	Q12797
876	Q9UJ68
123596	Q04912
123631	Q04912
6450551	Q04912
5328940	Q04912
156413	Q04912
11954378	Q04912
11557040	Q04912
6444692	Q04912
11953898	Q99707
876	Q99707
11953898	Q9UBK8
876	Q9UBK8
4168	O15146
123596	O15146
123631	O15146
6450551	O15146
5328940	O15146
156413	O15146
11954378	O15146
11557040	O15146
6444692	O15146
11953898	B2R6K1
2519	A0A024R3C7
78000	Q5JQI0
60855	Q5JQI0
11954371	Q5JQI0
78000	Q9Y3R4
60855	Q9Y3R4
11954371	Q9Y3R4
2724385	P05023
3647	P05023
4121	P05023
5560	P05023
28620	P05023
4679	P05023
643975	B3KPX6
54676038	B3KPX6
938	Q6FH49
135398641	V9HWH6
20279	V9HWH6
4510	A0A140VJE6
6883	A0A140VJE6
27661	A0A140VJE6
5936	P10323
564	P10323
4740	Q6NZX3
123596	P04629
123631	P04629
6450551	P04629
5328940	P04629
156413	P04629
11954378	P04629
11557040	P04629
6444692	P04629
123596	Q548C2
123631	Q548C2
6450551	Q548C2
5328940	Q548C2
156413	Q548C2
11954378	Q548C2
11557040	Q548C2
6444692	Q548C2
123596	X5D2R1
123631	X5D2R1
6450551	X5D2R1
5328940	X5D2R1
156413	X5D2R1
11954378	X5D2R1
11557040	X5D2R1
6444692	X5D2R1
123596	Q01973
123631	Q01973
6450551	Q01973
5328940	Q01973
156413	Q01973
11954378	Q01973
11557040	Q01973
6444692	Q01973
123596	Q01974
123631	Q01974
6450551	Q01974
5328940	Q01974
156413	Q01974
11954378	Q01974
11557040	Q01974
6444692	Q01974
123596	A0A024R906
123631	A0A024R906
6450551	A0A024R906
5328940	A0A024R906
156413	A0A024R906
11954378	A0A024R906
11557040	A0A024R906
6444692	A0A024R906
3446	A0A140VJQ4
4911	A0A140VJQ4
4594	Q658V6
21121303	Q658V6
441361	P11926
311	Q99798
3117	P49419
54670067	Q5VSQ6
5936	A0A024RC70
564	A0A024RC70
4011	Q7LG56
2973	Q7LG56
60953	Q9NZ20
60953	V9HW44
60953	A0A024R0L6
60953	Q99487
1983	A0A384NPQ2
448537	A0A384NPQ2
2973	A0A384NPQ2
6140	A0A024RBG4
171548	A0A024R5C5
9433	Q9HCR9
3698	Q9HCR9
2153	Q9HCR9
4197	Q9HCR9
4823	Q9HCR9
60790	Q9HCR9
5663	Q9HCR9
151170	Q9HCR9
23675769	Q9HCR9
110635	Q9HCR9
656652	Q9HCR9
6918034	Q9HCR9
135413523	Q9HCR9
37274	Q9HCR9
135414253	Q9HCR9
9869929	Q9HCR9
135413545	Q9HCR9
171548	P05165
6287	P05165
6288	P05165
6306	P05165
171548	P05166
6287	P05166
6288	P05166
6306	P05166
5756	Q15067
3016	Q15067
3446	Q15067
5719	Q15067
4943	Q15067
4114	Q9Y2Z9
2118	Q9Y2Z9
5505	Q9Y2Z9
5584	Q9Y2Z9
4174	Q9Y2Z9
4485	Q9Y2Z9
2519	Q9Y2Z9
3562	Q9Y2Z9
2145	Q9Y2Z9
3608	Q9Y2Z9
4197	A0A024R2H7
4740	A0A024R2H7
2519	A0A024R2H7
3446	Q4W5N8
4197	Q9UK23
4740	Q9UK23
2519	Q9UK23
3559	A0A384NY14
1989	A0A384NY14
4174	A0A384NY14
444305	Q9NPH0
5282315	Q6B8I1
5280754	Q6B8I1
5936	P29120
564	P29120
4740	Q9H0P0
5936	P16519
564	P16519
54676038	Q9P2T1
3562	P30049
3226	P30049
4116	P30049
3763	P30049
42113	P30049
5206	P30049
4114	Q9NYL5
2118	Q9NYL5
5505	Q9NYL5
5584	Q9NYL5
4174	Q9NYL5
4485	Q9NYL5
2519	Q9NYL5
3562	Q9NYL5
2145	Q9NYL5
3608	Q9NYL5
9433	P54750
3698	P54750
2153	P54750
4197	P54750
4740	P54750
2519	P54750
3182	P54750
4823	P54750
60790	P54750
5663	P54750
151170	P54750
23675769	P54750
110635	P54750
656652	P54750
6918034	P54750
135413523	P54750
37274	P54750
135414253	P54750
9869929	P54750
135413545	P54750
60953	Q53H76
9433	Q14123
3698	Q14123
2153	Q14123
4197	Q14123
4740	Q14123
2519	Q14123
3182	Q14123
4823	Q14123
60790	Q14123
5663	Q14123
151170	Q14123
23675769	Q14123
110635	Q14123
656652	Q14123
6918034	Q14123
135413523	Q14123
37274	Q14123
135414253	Q14123
9869929	Q14123
135413545	Q14123
9433	Q8IW54
3698	Q8IW54
2153	Q8IW54
4197	Q8IW54
4740	Q8IW54
2519	Q8IW54
3182	Q8IW54
4823	Q8IW54
60790	Q8IW54
5663	Q8IW54
151170	Q8IW54
23675769	Q8IW54
110635	Q8IW54
656652	Q8IW54
6918034	Q8IW54
135413523	Q8IW54
37274	Q8IW54
135414253	Q8IW54
9869929	Q8IW54
135413545	Q8IW54
9433	A7E2E5
3698	A7E2E5
2153	A7E2E5
4197	A7E2E5
4740	A7E2E5
2519	A7E2E5
3182	A7E2E5
4823	A7E2E5
60790	A7E2E5
5663	A7E2E5
151170	A7E2E5
23675769	A7E2E5
110635	A7E2E5
656652	A7E2E5
6918034	A7E2E5
135413523	A7E2E5
37274	A7E2E5
135414253	A7E2E5
9869929	A7E2E5
135413545	A7E2E5
9433	P27815
3698	P27815
2153	P27815
4197	P27815
4740	P27815
2519	P27815
3182	P27815
4823	P27815
60790	P27815
5663	P27815
151170	P27815
23675769	P27815
110635	P27815
656652	P27815
6918034	P27815
135413523	P27815
37274	P27815
135414253	P27815
9869929	P27815
135413545	P27815
9433	X5DNX5
3698	X5DNX5
2153	X5DNX5
4197	X5DNX5
4740	X5DNX5
2519	X5DNX5
3182	X5DNX5
4823	X5DNX5
60790	X5DNX5
5663	X5DNX5
151170	X5DNX5
23675769	X5DNX5
110635	X5DNX5
656652	X5DNX5
6918034	X5DNX5
135413523	X5DNX5
37274	X5DNX5
135414253	X5DNX5
9869929	X5DNX5
135413545	X5DNX5
9433	O43849
3698	O43849
2153	O43849
4197	O43849
4740	O43849
2519	O43849
3182	O43849
4823	O43849
60790	O43849
5663	O43849
151170	O43849
23675769	O43849
110635	O43849
656652	O43849
6918034	O43849
135413523	O43849
37274	O43849
135414253	O43849
9869929	O43849
135413545	O43849
9433	A0A140VJR0
3698	A0A140VJR0
2153	A0A140VJR0
4197	A0A140VJR0
4740	A0A140VJR0
2519	A0A140VJR0
3182	A0A140VJR0
4823	A0A140VJR0
60790	A0A140VJR0
5663	A0A140VJR0
151170	A0A140VJR0
23675769	A0A140VJR0
110635	A0A140VJR0
656652	A0A140VJR0
6918034	A0A140VJR0
135413523	A0A140VJR0
37274	A0A140VJR0
135414253	A0A140VJR0
9869929	A0A140VJR0
135413545	A0A140VJR0
4197	P16499
4740	P16499
2519	P16499
4197	P51160
4740	P51160
2519	P51160
9433	Q6IB24
3698	Q6IB24
2153	Q6IB24
4197	Q6IB24
4740	Q6IB24
2519	Q6IB24
3182	Q6IB24
4823	Q6IB24
60790	Q6IB24
5663	Q6IB24
151170	Q6IB24
23675769	Q6IB24
110635	Q6IB24
656652	Q6IB24
6918034	Q6IB24
135413523	Q6IB24
37274	Q6IB24
135414253	Q6IB24
9869929	Q6IB24
135413545	Q6IB24
9433	P18545
3698	P18545
2153	P18545
4197	P18545
4740	P18545
2519	P18545
3182	P18545
4823	P18545
60790	P18545
5663	P18545
151170	P18545
23675769	P18545
110635	P18545
656652	P18545
6918034	P18545
135413523	P18545
37274	P18545
135414253	P18545
9869929	P18545
135413545	P18545
9433	Q13956
3698	Q13956
2153	Q13956
4197	Q13956
4740	Q13956
2519	Q13956
3182	Q13956
4823	Q13956
60790	Q13956
5663	Q13956
151170	Q13956
23675769	Q13956
110635	Q13956
656652	Q13956
6918034	Q13956
135413523	Q13956
37274	Q13956
135414253	Q13956
9869929	Q13956
135413545	Q13956
9433	Q13946
3698	Q13946
2153	Q13946
4197	Q13946
4823	Q13946
60790	Q13946
5282408	Q13946
5663	Q13946
151170	Q13946
23675769	Q13946
110635	Q13946
656652	Q13946
6918034	Q13946
135413523	Q13946
37274	Q13946
135414253	Q13946
9869929	Q13946
135413545	Q13946
9433	O60658
3698	O60658
2153	O60658
4197	O60658
4740	O60658
2519	O60658
3182	O60658
4823	O60658
60790	O60658
5663	O60658
151170	O60658
23675769	O60658
110635	O60658
656652	O60658
6918034	O60658
135413523	O60658
37274	O60658
135414253	O60658
9869929	O60658
135413545	O60658
9433	A0A0S2Z4T6
3698	A0A0S2Z4T6
2153	A0A0S2Z4T6
4197	A0A0S2Z4T6
4740	A0A0S2Z4T6
2519	A0A0S2Z4T6
4823	A0A0S2Z4T6
60790	A0A0S2Z4T6
5663	A0A0S2Z4T6
151170	A0A0S2Z4T6
23675769	A0A0S2Z4T6
110635	A0A0S2Z4T6
656652	A0A0S2Z4T6
6918034	A0A0S2Z4T6
135413523	A0A0S2Z4T6
37274	A0A0S2Z4T6
135414253	A0A0S2Z4T6
9869929	A0A0S2Z4T6
135413545	A0A0S2Z4T6
123596	P16234
123631	P16234
6450551	P16234
5328940	P16234
156413	P16234
11954378	P16234
11557040	P16234
6444692	P16234
4197	P35913
4740	P35913
2519	P35913
123596	Q59F04
123631	Q59F04
6450551	Q59F04
5328940	Q59F04
156413	Q59F04
11954378	Q59F04
11557040	Q59F04
6444692	Q59F04
864	Q9Y234
5282315	A0A024RCX8
5936	P22413
4197	P22413
37542	P22413
4740	P22413
2519	P22413
4197	Q13822
4740	Q13822
2519	Q13822
4197	O14638
4740	O14638
2519	O14638
60750	A0A494BXC7
444305	Q59EH3
2973	A8K9G9
444305	P11117
60953	P04054
60953	A0A024RA96
11954221	P47712
9642	P47712
15209	P47712
60953	P47712
9878	P47712
6215	P47712
247839	P47712
60953	P39877
5936	P00750
564	P00750
5936	Q59GZ8
564	Q59GZ8
5526	Q59GZ8
4197	Q59F77
4740	Q59F77
2519	Q59F77
4197	Q01970
4740	Q01970
2519	Q01970
4197	Q15147
4740	Q15147
2519	Q15147
4197	A0A384MR47
4740	A0A384MR47
2519	A0A384MR47
4197	Q4LE43
4740	Q4LE43
2519	Q4LE43
4197	P16885
4740	P16885
2519	P16885
4197	Q59EA4
4740	Q59EA4
2519	Q59EA4
4197	O14939
4740	O14939
2519	O14939
5936	P00747
564	P00747
5526	P00747
54670067	Q02809
5282315	A0A024R3V4
444305	A0A024R7F8
60953	P16233
2329	P16233
3034010	P16233
60953	P54315
3034010	P54315
60953	P54317
3034010	P54317
30751	P09884
6253	P06746
5936	P27169
5936	Q15165
158550	Q9BY64
158550	Q5DT02
158550	Q5DSZ6
158550	Q5DSZ7
158550	Q5DSZ8
158550	Q5DSZ9
158550	Q5DSZ5
158550	P22310
158550	Q5DT03
158550	Q5DT01
10917	Q9UKG9
5282315	O14830
5280754	O14830
5282315	A0A024RBZ9
5280754	A0A024RBZ9
5936	X6R8A1
5282315	V9HWF5
5282315	P23284
5282315	E5KN55
5936	A8K4U2
5282315	A0A024R6A5
5280754	A0A024R6A5
5282315	O75688
5280754	O75688
5282315	Q6IAU5
5280754	Q6IAU5
5282315	P62136
5280754	P62136
444305	P15309
5282315	V9HW04
5280754	V9HW04
5282315	A0A024RBP2
5280754	A0A024RBP2
5282315	B3KUN1
5280754	B3KUN1
5282315	A0A140VJS0
5280754	A0A140VJS0
5282315	Q06190
5280754	Q06190
5282315	A0A0S2Z4C6
5280754	A0A0S2Z4C6
5282315	A0A024R625
5280754	A0A024R625
493570	B2RDZ2
5282315	P16298
5280754	P16298
5282315	P48454
5280754	P48454
123596	Q6J9G0
5282315	A0A024R0Q7
5280754	A0A024R0Q7
5282315	A0A024R861
5280754	A0A024R861
985	P50897
5936	A0A024R5L0
5936	B2RAH7
564	B2RAH7
4197	A8K0T6
4740	A8K0T6
2519	A8K0T6
6083	Q13131
4197	B3KN41
4740	B3KN41
2519	B3KN41
123596	P30530
123631	P30530
6450551	P30530
5328940	P30530
156413	P30530
11954378	P30530
11557040	P30530
6444692	P30530
5893	A0A0K0K1J8
6083	Q6DKJ3
163751	Q499G7
23724856	Q499G7
156422	Q499G7
163751	L7RXH5
23724856	L7RXH5
156422	L7RXH5
163751	P31152
23724856	P31152
156422	P31152
163751	Q16659
23724856	Q16659
156422	Q16659
163751	A0A024QZ20
23724856	A0A024QZ20
156422	A0A024QZ20
163751	A1L4K2
23724856	A1L4K2
156422	A1L4K2
163751	Q15759
23724856	Q15759
156422	Q15759
163751	P45984
23724856	P45984
156422	P45984
163751	A0A286YF97
23724856	A0A286YF97
156422	A0A286YF97
163751	A0A024RD04
23724856	A0A024RD04
156422	A0A024RD04
123596	A4QPA9
123596	P36507
123596	Q6FI23
123596	A0A024R5Y2
123596	A8K3Y2
4055	P04070
145742	O43272
5936	Q6PK75
564	Q6PK75
5936	Q7Z5F4
564	Q7Z5F4
5936	B4DHX9
564	B4DHX9
5936	P98073
564	P98073
5936	P24158
564	P24158
171548	A0A0S2Z693
3559	O60218
6287	B4DG77
4114	Q16647
2118	Q16647
5505	Q16647
5584	Q16647
4174	Q16647
4485	Q16647
4781	Q16647
2519	Q16647
3562	Q16647
2145	Q16647
3608	Q16647
2973	Q16647
338	P23219
2244	P23219
156391	P23219
1548887	P23219
3672	P23219
54676228	P23219
3059	P23219
3825	P23219
3715	P23219
4044	P23219
23677829	P23219
23663959	P23219
1983	P23219
3308	P23219
3394	P23219
4075	P23219
4409	P23219
5359	P23219
4614	P23219
4781	P23219
16760658	P23219
2662	P23219
5090	P23219
54686350	P23219
84003	P23219
5282387	P23219
23667642	P23219
5018304	P23219
64747	P23219
54677470	P23219
23681059	P23219
3673	P23219
610479	P23219
5468	P23219
38911	P23219
2176	P23219
3395	P23219
2097	P23219
5720	P23219
5282183	P23219
4888	P23219
1981	P23219
23674745	P23219
4237	P23219
5282193	P23219
54677971	P23219
5147	P23219
54690031	P23219
159271	P23219
23674731	P23219
23706216	P23219
4037	P23219
3342	P23219
5509	P23219
119607	P23219
3058754	P23219
123619	P23219
208910	P23219
151166	P23219
119828	P23219
15895902	P23219
2244	P35354
156391	P35354
1548887	P35354
3672	P35354
54676228	P35354
3059	P35354
3825	P35354
3715	P35354
4044	P35354
23677829	P35354
23663959	P35354
1983	P35354
3308	P35354
3394	P35354
4075	P35354
4409	P35354
5342	P35354
5359	P35354
4614	P35354
4781	P35354
16760658	P35354
2662	P35354
5090	P35354
54686350	P35354
84003	P35354
5282387	P35354
23667642	P35354
5018304	P35354
64747	P35354
54677470	P35354
23681059	P35354
3673	P35354
610479	P35354
5468	P35354
38911	P35354
2176	P35354
3395	P35354
2097	P35354
5720	P35354
5282183	P35354
4888	P35354
1981	P35354
23674745	P35354
4237	P35354
5282193	P35354
54677971	P35354
5147	P35354
54690031	P35354
159271	P35354
23674731	P35354
23706216	P35354
4037	P35354
3342	P35354
5509	P35354
119607	P35354
3058754	P35354
123619	P35354
208910	P35354
151166	P35354
119828	P35354
15895902	P35354
123596	Q59GM6
123596	Q13308
123631	Q13308
6450551	Q13308
5328940	Q13308
156413	Q13308
11954378	Q13308
11557040	Q13308
6444692	Q13308
4740	Q53RX3
5282315	Q9GZU7
5280754	Q9GZU7
145742	A0A024R8U9
6083	P11216
6083	P06737
6083	P11217
6287	A0A024RAV0
6306	A0A024RAV0
3446	A0A024RAV0
5893	A0A140VKA9
6306	O15382
3446	O15382
5936	P06276
5983	P06276
5965	P06276
5741	P06276
3025	P06276
5853	P06276
122824	P06276
60953	P06276
10547	P06276
129791	P06276
77991	P06276
5493444	P00797
60594	P00797
5464201	P00797
64922	P00797
3086651	P00797
123596	A0A024R7T2
123631	A0A024R7T2
6450551	A0A024R7T2
5328940	A0A024R7T2
156413	A0A024R7T2
11954378	A0A024R7T2
11557040	A0A024R7T2
6444692	A0A024R7T2
123596	P08922
123631	P08922
6450551	P08922
5328940	P08922
156413	P08922
11954378	P08922
11557040	P08922
6444692	P08922
123596	P11274
30751	P23921
60750	P23921
2973	P23921
2973	P31350
123596	Q8WTZ8
123631	Q8WTZ8
6450551	Q8WTZ8
5328940	Q8WTZ8
156413	Q8WTZ8
11954378	Q8WTZ8
11557040	Q8WTZ8
6444692	Q8WTZ8
163751	P53778
23724856	P53778
156422	P53778
5936	P08217
564	P08217
311	V9HWA4
5282315	Q9H596
5280754	Q9H596
171548	A0A140VK29
123596	P45985
5936	A0A140VJT7
564	A0A140VJT7
493570	V9HWI1
60953	Q9BZM2
5893	A0A024R4E1
4114	Q9HB55
2118	Q9HB55
5505	Q9HB55
5584	Q9HB55
4174	Q9HB55
4485	Q9HB55
2519	Q9HB55
3562	Q9HB55
2145	Q9HB55
2187	Q9HB55
3902	Q9HB55
3608	Q9HB55
92727	Q9HB55
59694	Q9HB55
2973	Q9HB55
11954367	Q9HB55
11983193	Q9HB55
71454	Q9HB55
3446	Q8TBG4
3446	Q9BYV1
123596	P36894
123596	O00238
123596	P51813
4197	Q59EN6
4740	Q59EN6
2519	Q59EN6
4197	O60906
4740	O60906
2519	O60906
150311	P35610
166558	P35610
170321	P35610
71355	P35610
5893	Q00796
60953	Q49AI2
1549008	Q5HYI4
123596	P12931
2266	P31213
123596	Q9H3Y6
5936	Q9Y5Y6
564	Q9Y5Y6
1983	P50226
4201	P50226
936	Q10588
171548	P43251
6288	P26639
6140	A0A140VKB7
3446	A0A140VKB7
123596	Q5JY90
123596	P42680
123596	Q59HG2
123631	Q59HG2
6450551	Q59HG2
5328940	Q59HG2
156413	Q59HG2
11954378	Q59HG2
11557040	Q59HG2
6444692	Q59HG2
44561	O14746
169569	O14746
123596	B4DXN7
6140	P78428
441350	P78428
123596	P35590
123631	P35590
6450551	P35590
5328940	P35590
156413	P35590
11954378	P35590
11557040	P35590
6444692	P35590
3385	A0A384MDV9
3385	Q8IZR3
60837	Q9BVT2
151114	Q9BVT2
153751	Q9BVT2
60699	Q9BVT2
451415	Q9BVT2
472335	Q9BVT2
36462	P11388
4421	P11388
2764	P11388
62770	P11388
443939	P11388
636362	P11388
636397	P11388
153751	P11388
51082	P11388
65348	P11388
2179	P11388
54675768	P11388
23724511	P11388
451415	P11388
31703	P11388
36462	Q02880
4421	Q02880
2764	Q02880
62770	Q02880
443939	Q02880
636362	Q02880
636397	Q02880
153751	Q02880
51082	Q02880
65348	Q02880
2179	Q02880
54675768	Q02880
23724511	Q02880
451415	Q02880
31703	Q02880
60837	Q13472
151114	Q13472
153751	Q13472
60699	Q13472
451415	Q13472
472335	Q13472
4075	A0A024QZW0
1349907	Q6P534
657298	Q6P534
5936	P29144
564	P29144
123596	P42681
123596	A0A024R7E4
3385	Q53Y97
135400182	Q53Y97
135403647	Q53Y97
60953	Q53Y97
60750	Q53Y97
135413520	Q53Y97
5790	Q53Y97
2266	L8B082
123596	Q06418
123631	Q06418
6450551	Q06418
5328940	Q06418
156413	Q06418
11954378	Q06418
11557040	Q06418
6444692	Q06418
158550	P06133
158550	P16662
158550	P36537
158550	P54855
158550	O75795
311	Q9BZX2
3385	A8K5J1
3385	B4DND0
1349907	A0A024R6K8
657298	A0A024R6K8
643975	P47989
135401907	P47989
123596	P07947
123596	P43403
1986	V9HWE3
3019	V9HWE3
3639	V9HWE3
3038	V9HWE3
2720	V9HWE3
5734	V9HWE3
2315	V9HWE3
2343	V9HWE3
68844	V9HWE3
6918132	V9HWE3
3647	V9HWE3
4100	V9HWE3
4121	V9HWE3
5560	V9HWE3
3284	V9HWE3
5284583	V9HWE3
13290219	V9HWE3
2910	V9HWE3
2520	V9HWE3
3295	V9HWE3
60692	V9HWE3
1986	V9HW21
3019	V9HW21
3639	V9HW21
3038	V9HW21
2720	V9HW21
5284627	V9HW21
5734	V9HW21
2315	V9HW21
2343	V9HW21
68844	V9HW21
6918132	V9HW21
3647	V9HW21
4100	V9HW21
4121	V9HW21
5560	V9HW21
3284	V9HW21
13290219	V9HW21
2910	V9HW21
60692	V9HW21
1986	V9HWA3
3639	V9HWA3
3038	V9HWA3
2720	V9HWA3
5734	V9HWA3
68844	V9HWA3
6918132	V9HWA3
4100	V9HWA3
13290219	V9HWA3
60692	V9HWA3
1986	P22748
3019	P22748
3639	P22748
3038	P22748
2720	P22748
5284627	P22748
5734	P22748
2315	P22748
2343	P22748
68844	P22748
6918132	P22748
3647	P22748
4100	P22748
4121	P22748
5560	P22748
13290219	P22748
2910	P22748
60692	P22748
1986	P35218
3639	P35218
3038	P35218
2720	P35218
5734	P35218
68844	P35218
6918132	P35218
4100	P35218
13290219	P35218
60692	P35218
1986	B4DUH8
3639	B4DUH8
3038	B4DUH8
2720	B4DUH8
5734	B4DUH8
68844	B4DUH8
6918132	B4DUH8
4100	B4DUH8
13290219	B4DUH8
60692	B4DUH8
1986	P43166
3639	P43166
3038	P43166
2720	P43166
5734	P43166
68844	P43166
6918132	P43166
4100	P43166
13290219	P43166
60692	P43166
1986	P35219
3639	P35219
3038	P35219
2720	P35219
5734	P35219
68844	P35219
6918132	P35219
4100	P35219
13290219	P35219
60692	P35219
1986	A0A0S2Z3D0
3639	A0A0S2Z3D0
3038	A0A0S2Z3D0
2720	A0A0S2Z3D0
5734	A0A0S2Z3D0
68844	A0A0S2Z3D0
6918132	A0A0S2Z3D0
4100	A0A0S2Z3D0
13290219	A0A0S2Z3D0
60692	A0A0S2Z3D0
1986	O43570
3639	O43570
3038	O43570
2720	O43570
5734	O43570
68844	O43570
6918132	O43570
4100	O43570
13290219	O43570
60692	O43570
123596	A0A024RCL1
123631	A0A024RCL1
6450551	A0A024RCL1
5328940	A0A024RCL1
156413	A0A024RCL1
11954378	A0A024RCL1
11557040	A0A024RCL1
6444692	A0A024RCL1
4055	A0A0S2Z6I4
54676038	A0A0S2Z6I4
5282315	O95278
5280754	O95278
158550	Q6UWM9
60953	Q9NST1
3034010	Q9NST1
5282315	A0A024RAR2
5280754	A0A024RAR2
60953	Q542Y6
5936	Q16740
564	Q16740
338	P11678
1983	P11678
657298	P11678
448537	P11678
2973	P11678
5852	A8K249
60953	O60733
60953	O15496
5282315	B3KVQ9
5280754	B3KVQ9
2726	Q96JB6
150311	O75908
166558	O75908
170321	O75908
71355	O75908
6083	Q9NUB1
4740	Q9BXI3
2726	P58215
3446	A0A024R6R2
4197	Q9BRC7
4740	Q9BRC7
2519	Q9BRC7
60953	P07098
3034010	P07098
4114	P78329
2118	P78329
5505	P78329
5584	P78329
4174	P78329
4485	P78329
2519	P78329
3562	P78329
2145	P78329
3608	P78329
2973	P78329
5282315	Q8WUA2
5282315	O60729
5280754	O60729
5282315	Q59EF4
5280754	Q59EF4
9910986	B7Z537
9433	B3KN77
3698	B3KN77
2153	B3KN77
4197	B3KN77
4740	B3KN77
2519	B3KN77
3182	B3KN77
4823	B3KN77
60790	B3KN77
5663	B3KN77
151170	B3KN77
23675769	B3KN77
110635	B3KN77
656652	B3KN77
6918034	B3KN77
135413523	B3KN77
37274	B3KN77
135414253	B3KN77
9869929	B3KN77
135413545	B3KN77
311	O76074
9433	O76074
3698	O76074
2153	O76074
4197	O76074
4740	O76074
2519	O76074
4823	O76074
60790	O76074
5663	O76074
151170	O76074
23675769	O76074
110635	O76074
656652	O76074
6918034	O76074
135413523	O76074
37274	O76074
135414253	O76074
9869929	O76074
135413545	O76074
135398658	Q92820
444795	O94788
60837	A0A024R1C2
151114	A0A024R1C2
153751	A0A024R1C2
60699	A0A024R1C2
451415	A0A024R1C2
472335	A0A024R1C2
41774	O43451
441314	O43451
444020	O43451
3033824	O43451
123596	D3DPA4
4114	O95992
2118	O95992
5505	O95992
5584	O95992
4174	O95992
4485	O95992
2519	O95992
3562	O95992
2145	O95992
3608	O95992
2973	O95992
123596	Q0IJ49
123596	P36896
5936	Q86TI2
5282315	Q9Y5B0
5280754	Q9Y5B0
123596	Q13705
444305	Q9BZG2
60953	A0A024R2B5
3034010	A0A024R2B5
123596	A0A0S2Z310
4114	Q05C57
2118	Q05C57
5505	Q05C57
5584	Q05C57
4174	Q05C57
4485	Q05C57
2519	Q05C57
3562	Q05C57
2145	Q05C57
3608	Q05C57
60953	O95479
54676038	A0A090N8Y2
5339	Q14164
5282315	P49593
5280754	P49593
9910986	P06493
3446	B3KMR8
311	Q9Y663
