Drug	Protein
443879	P11712
443879	P33261
443879	P08684
26757	P27338
26757	P21397
26757	P20813
26757	P33261
26757	P10635
26757	P05177
26757	P11712
26757	P08684
26757	P08183
18104	P14416
18104	P21728
18104	P21918
3339	Q07869
3339	Q9NPA2
3339	O75469
3339	P23141
3339	O95342
3339	P02768
5426	Q96SW2
5426	P01375
5426	P19838
5426	P21802
5426	P35354
5426	P02763
5426	P19652
5426	P33261
460612	O75751
460612	Q01650
4054	P46098
4054	Q693P7
4054	P14416
4054	Q05586
4054	Q05586
4054	Q12879
4054	Q13224
4054	Q14957
4054	O15399
4054	Q8TCU5
4054	O60391
4054	P14867
4054	P47869
4054	P34903
4054	P48169
4054	P31644
4054	Q16445
4054	P18505
4054	P47870
4054	P28472
4054	O14764
4054	P78334
4054	Q8N1C3
4054	P18507
4054	Q99928
4054	O00591
4054	Q9UN88
4054	P23415
4054	P23416
4054	O75311
4054	Q5JXX5
4054	P48167
4054	O15244
4054	P19634
4054	Q9H015
4054	Q96FL8
5379	P72524
5379	P0A4L9
5379	P72525
5379	Q59961
5379	P02768
5381226	P0A8V2
5381226	O75469
5381226	P11712
5381226	P05177
5381226	P10632
5381226	P08684
5381226	P20813
5381226	P22309
5381226	P33261
5381226	P11509
5381226	P05181
5381226	Q9HB55
5381226	P24462
5381226	O60656
5381226	P20815
5381226	P08183
5381226	Q9NPD5
5381226	P33527
5381226	Q9Y694
5381226	Q9Y6L6
5381226	O15438
5381226	O15440
5381226	O94956
5381226	P46721
5381226	O95342
5381226	Q92887
5381226	Q4U2R8
5381226	Q8TCC7
5381226	P02768
5381226	P02763
157920	P51788
157920	P16152
9642	P04150
9642	Q99835
9642	P08684
9642	P20815
9642	P08185
441300	Q72547
441300	P01889
3672	P35354
3672	P23219
3672	P10415
3672	P07204
3672	P12104
3672	P37231
3672	P13569
3672	Q07869
3672	P07359
3672	P31151
3672	O94956
3672	P08183
3672	O15439
3672	P33527
3672	P46721
3672	Q4U2R8
3672	Q8TCC7
3672	Q9NSA0
3672	P02768
54675769	P0A0K8
54675769	Q06AK7
54675769	Q4U2R8
54675769	Q8TCC7
54675769	Q9NSA0
54675769	Q9UNQ0
54675769	Q9Y6L6
54675769	Q9NPD5
54675769	O94956
5904	A0A0H2XJ39
5904	Q8TCC7
5904	P46059
5904	Q16348
5904	O76082
5904	P46059
5904	Q16348
5904	Q4U2R8
5904	Q8TCC7
5904	Q9H015
5904	Q9NSA0
5904	O94956
5904	Q96BD0
5904	Q9UIG8
5904	Q9Y6L6
5904	P02768
4507	Q13936
4507	P54289
4507	Q08289
4507	Q01668
4507	Q13698
4507	Q9NY47
4507	O95180
4507	P08183
4507	O95342
440473	P34896
440473	P13500
440473	P14679
38945	Q14524
38945	P02768
10548	P06276
10548	P02768
4891	P08684
4891	P05177
4891	P33261
4891	Q9HB55
4891	P20815
4891	P24462
4539	P43702
4539	P43700
4539	P11388
4539	P05177
4539	P04798
4539	P08684
4539	P24462
4539	O76082
4539	Q4U2R8
33613	Q8L103
33613	P46059
33613	Q16348
33613	Q4U2R8
33613	P02768
6479523	Q8XJ01
4634	P20309
4634	P08172
4634	P11229
4634	P08684
4634	P02763
4634	P02768
17676	P14416
17676	P10275
3779	P08588
3779	P07550
3779	P13945
3779	P00441
3779	P02768
896	P48039
896	P49286
896	P03372
896	Q92753
896	P0DP23
896	P05164
896	P11678
896	P27797
896	P46597
896	P16083
896	Q8TCC7
9870843	P0A3M6
9870843	Q8XJ01
3478	Q09428
3478	P37231
3478	P11712
3478	O95342
3478	P02768
2802	P14867
2802	P47869
2802	P34903
2802	P48169
2802	P31644
2802	Q16445
2802	P18505
2802	P47870
2802	P28472
2802	O14764
2802	P78334
2802	Q8N1C3
2802	P18507
2802	Q99928
2802	O00591
2802	Q9UN88
2802	P14867
2802	P47869
2802	P34903
2802	P31644
2802	Q8N1C3
2802	P18507
2802	Q99928
2802	O75469
2802	P08684
2802	P02768
4927	P35367
4927	P14416
4927	P11229
4927	P08172
4927	P20309
4927	P08173
4927	P08912
4927	P35348
4927	P35368
4927	P25100
4927	P08913
4927	P18089
4927	P18825
4927	P0DP23
4927	P25021
4927	Q99677
4927	P43657
4927	P51575
4927	Q9UBL9
4927	P56373
4927	Q99571
4927	Q93086
4927	O15547
4927	Q99572
4927	P47900
4927	Q96G91
4927	Q9H244
4927	Q9BPV8
4927	Q15391
4927	P41231
4927	P51582
4927	Q86VZ1
4927	O00398
4927	P35498
4927	Q9Y5Y9
4927	Q9UI33
4927	Q99250
4927	Q9NY46
4927	P35499
4927	Q14524
4927	Q01118
4927	Q9UQD0
4927	Q15858
4927	Q09470
4927	Q16322
4927	P16389
4927	P22001
4927	P22459
4927	P22460
4927	P17658
4927	Q14721
4927	Q92953
4927	P48547
4927	Q96PR1
4927	Q14003
4927	Q03721
4927	Q9NSA2
4927	Q9NZV8
4927	Q9UK17
4927	P15382
4927	Q9Y6J6
4927	Q9Y6H6
4927	Q8WWG9
4927	Q9UJ90
4927	Q9H3M0
4927	Q9UIX4
4927	Q9UJ96
4927	Q8TAE7
4927	Q8TDN1
4927	O95259
4927	Q12809
4927	Q9ULD8
4927	Q9UQ05
4927	Q8NCM2
4927	Q9H252
4927	Q9NS40
4927	Q96L42
4927	P51787
4927	O43526
4927	O43525
4927	P56696
4927	Q9NR82
4927	Q96KK3
4927	Q9BQ31
4927	Q6PIU1
4927	Q8TDN2
4927	Q14722
4927	Q13303
4927	P08183
4927	O15438
4927	O15439
4927	P02768
5311071	P11473
4066	P35367
148192	Q72874
148192	P08684
148192	P11712
148192	P22309
148192	P10632
148192	P05177
148192	P08183
148192	P33527
148192	Q9Y6L6
148192	Q9NPD5
148192	O95342
148192	O94956
148192	P02768
148192	P02763
657237	P23921
657237	P09884
657237	P27707
657237	Q99808
657237	Q9HAS3
4746	P50416
4746	P23786
4746	Q12809
3100	P35367
3100	P08172
3100	O15244
3100	O76082
60823	P04035
60823	P27487
60823	P35869
60823	Q92769
60823	Q14994
60823	P08684
60823	P20815
60823	P08183
60823	P46721
60823	Q9Y6L6
60823	O15439
60823	O15440
60823	P33527
60823	O94956
60823	Q9NPD5
60823	Q92887
60823	O95342
60823	P02768
3305	Q13332
3305	P38606
3305	P12235
3305	P05141
3305	P12236
28620	P05023
5362436	Q13639
5362436	P41595
5362436	P28335
5362436	P28223
5362436	P31645
5362436	Q9UNQ0
5362436	P08183
5665	P80404
5665	P11712
5665	Q7Z2H8
13505	P35372
13505	P41143
19649	P0A7S3
19649	Q9UM07
3034010	P16233
3034010	P07098
3034010	P49327
3034010	P08684
3034010	P47712
3034010	P49327
3034010	P02768
3219	P35367
5910	P20309
5910	P11229
5910	P08172
5910	P08173
5910	P11509
5910	P08684
2337	Q9Y5Y9
2337	P08183
2337	P02768
2337	P02763
4908	P08729
4908	P16083
4908	P08684
4908	P05177
4908	P10635
4908	P04798
4908	Q16678
4908	P08183
5311181	P43119
5311181	P34995
5311181	P27815
5311181	Q07343
5311181	Q08493
5311181	Q08499
5311181	P00750
5311181	Q9Y5Y4
5311181	O94956
5311181	Q92959
5311181	Q9UIG8
8550	Q05940
5850	Q9GZZ6
5850	P32297
5850	P30926
2484	Q14534
439501	P05023
439501	P50993
439501	P13637
439501	P46721
439501	Q8TCC7
439501	Q6ZQN7
439501	Q9NPD5
439501	Q9NYB5
439501	Q9Y6L6
679	P02766
72281	P35610
72281	O75908
72281	P55157
72281	P04278
72281	P05177
72281	Q9UNQ0
1548972	P04035
1548972	Q92769
1548972	Q9Y6L6
1548972	Q9NPD5
1548972	O94956
1548972	P46059
1548972	Q92887
4612	P10635
3899	Q02127
3899	P35869
3899	Q14289
3899	P05177
3899	Q9UNQ0
446157	P04035
446157	P20701
446157	O15439
446157	P46721
446157	Q9Y6L6
446157	Q9NPD5
446157	O94956
446157	Q9UPY5
446157	O95342
446157	Q9UNQ0
446157	Q92887
446157	Q8TCC7
446157	Q14973
446157	P02768
3366	P26358
3366	P12461
16362	P14416
16362	P35462
16362	Q12809
16362	P0DP23
16362	P20815
16362	P24462
16362	P08684
16362	P05177
16362	P10635
16362	P08183
60953	P04818
60789	P08588
60789	P07550
60789	P13945
237	O60733
237	P47712
237	Q15111
237	P50135
237	P08684
237	P20815
237	O15244
237	P08183
68617	P31645
68617	Q01959
68617	O00264
68617	Q99720
68617	P23975
68617	Q7RTT9
68617	P08684
68617	P10635
68617	P11712
68617	P33261
68617	P20813
68617	P08183
68617	P02768
5210	P23975
5210	P31645
5210	Q01959
5210	P08684
54385	P35367
54385	O95665
4162	P14867
4162	P14867
4162	P47869
4162	P34903
4162	P48169
4162	P31644
4162	Q16445
4162	P18505
4162	P47870
4162	P28472
4162	O14764
4162	P78334
4162	Q8N1C3
4162	P18507
4162	Q99928
4162	O00591
4162	Q9UN88
656583	P14060
656583	P26439
656583	P03372
656583	Q92731
4189	P10613
4189	P29474
4189	P35228
4189	O75469
4189	Q12791
4189	Q16558
4189	Q9Y691
4189	Q9NPA1
4189	Q86W47
4189	O15554
4189	Q92952
4189	Q9H2S1
4189	Q9UGI6
4189	Q09470
4189	Q16322
4189	P16389
4189	P22001
4189	P22459
4189	P22460
4189	P17658
4189	Q14721
4189	Q92953
4189	P48547
4189	Q96PR1
4189	Q14003
4189	Q03721
4189	Q9NSA2
4189	Q9NZV8
4189	Q9UK17
4189	P15382
4189	Q9Y6J6
4189	Q9Y6H6
4189	Q8WWG9
4189	Q9UJ90
4189	Q9H3M0
4189	Q9UIX4
4189	Q9UJ96
4189	Q8TAE7
4189	Q8TDN1
4189	O95259
4189	Q12809
4189	Q9ULD8
4189	Q9UQ05
4189	Q8NCM2
4189	Q9H252
4189	Q9NS40
4189	Q96L42
4189	P51787
4189	O43526
4189	O43525
4189	P56696
4189	Q9NR82
4189	Q96KK3
4189	Q9BQ31
4189	Q6PIU1
4189	Q8TDN2
4189	Q14722
4189	Q13303
4189	Q14500
4189	Q9UNX9
4189	P63252
4189	P48050
4189	Q13936
4189	Q01668
4189	O60840
4189	Q13698
4189	Q02641
4189	Q08289
4189	P54284
4189	O00305
4189	P11712
4189	P33261
4189	P11509
4189	P05181
4189	P08684
4189	P20813
4189	P10635
4189	P10632
4189	P15538
4189	Q16850
4189	P11511
4189	P08183
4189	P02768
5479529	Q8XJ01
5479529	P46059
5479529	Q16348
4680	Q07343
4680	Q9Y233
2725	P35367
2725	P31645
2725	P23975
2725	Q01959
2725	O15244
2725	O15245
4485	Q13936
4485	O75469
4485	P0DP23
4485	Q01668
4485	Q13698
4485	Q08289
4485	Q9UK17
4485	O43497
4485	O95180
4485	Q9P0X4
4485	O15438
4485	P08183
4485	Q92887
4485	Q9Y6L6
4485	O95342
4485	P02768
4485	P02763
23576	Q9GZZ6
23576	P06276
74989	Q02768
74989	Q08210
74989	Q02127
74989	P11712
74989	P08684
74989	P08183
2157	Q12809
2157	Q9H252
2157	Q9NS40
2157	P08588
2157	P07550
2157	P13945
2157	Q9P0X4
2157	Q13936
2157	Q01668
2157	O60840
2157	Q13698
2157	Q02641
2157	Q08289
2157	P54284
2157	O00305
2157	P10827
2157	P10828
2157	P37231
2157	Q07869
2157	Q86YN6
2157	P08183
2157	O95342
2157	O15244
2157	P02768
3019	Q14654
3019	P00915
3019	P00918
3019	P05023
3019	Q12791
3019	P15104
3475	Q09428
3475	P15692
3475	P02768
4753	P35498
2131	P22303
2131	P06276
7099	P00734
7099	P0A0N4
7099	Q58L87
5505	Q09428
5505	P48048
5505	P33261
5505	P11712
5505	P46059
5505	P46721
5505	Q4U2R8
5505	Q16348
5505	O94956
5505	P02768
2197	P38435
6918296	P31213
6918296	P18405
6918296	P20815
6918296	Q61327
6918296	Q8BRU6
6918296	P02768
6918296	P02763
3198	P10613
3198	O75469
3198	P11511
3198	P05181
3198	P08684
2375	P10275
2375	P08684
2375	P33261
2375	P11712
2375	P10635
2375	P08183
5029	P20648
5029	Q9UNQ0
6714002	P04150
6714002	P08684
4923	P00374
4923	P13922
4923	P33261
4829	P37231
4829	P27338
4829	Q9NPD5
4829	Q9Y6L6
4829	P02768
60937	Q05209
60937	P29350
60937	P23469
60937	Q93050
60937	Q9Y487
60937	Q13488
60937	Q9HBG4
60937	P27449
60937	Q99437
60937	P38606
60937	P21281
60937	P15313
60937	P21283
60937	Q8NEY4
60937	Q9Y5K8
60937	P61421
60937	Q8N8Y2
60937	O15342
60937	P36543
60937	Q96A05
60937	Q8NHE4
60937	Q16864
60937	O75348
60937	O95670
60937	Q96LB4
60937	Q9UI12
60937	Q15904
60937	P02768
11876263	P08235
11876263	P08684
5284551	Q15822
5284551	P08172
5284551	P06276
2585	P08588
2585	P35348
2585	O95298
2585	P07550
2585	P15692
2585	P16860
2585	P17302
2585	Q12809
2585	P19320
2585	P25100
2585	P35368
2585	P18825
2585	P18089
2585	P08913
2585	P16581
2585	Q16665
2585	P48050
2585	P63252
2585	P35348
2585	P35368
2585	P25100
2585	P08183
2585	P02768
149096	P43702
149096	P43700
149096	P08183
149096	Q96FL8
149096	Q86VL8
149096	O15245
149096	O15244
149096	Q9H015
149096	P46721
149096	Q6ZQN7
149096	P02768
5342	Q92887
5342	P33527
5342	Q96S37
5342	O75469
5342	P11712
5342	P08684
5342	O15438
5342	O15439
5342	O15440
5342	O95255
5342	P33527
5342	Q92887
5342	O95342
5342	P12104
30699	Q8XJ01
47965	Q75Y35
47965	Q8DR59
47965	Q7CRA4
47965	P0A3M6
47965	P46059
47965	O76082
47965	Q4U2R8
47965	Q16348
47965	Q8TCC7
477468	A2QLK4
477468	P21964
477468	P15289
667468	P35367
667468	P25021
667468	P23975
667468	P31645
667468	P28223
667468	P41595
667468	P28335
667468	P11229
667468	P08172
667468	P20309
667468	P08173
667468	P08912
667468	P35348
667468	P35368
667468	P25100
667468	P08908
667468	P50406
667468	Q9H3N8
667468	Q12809
667468	P08183
667468	P02768
667468	P02763
2141	P10696
2141	P05186
3038	P00918
3038	P00915
3038	P22748
3038	P43166
3038	P07451
5351	Q27738
3103	P35367
3103	Q01959
6098	P0AEB2
6098	P59676
6098	Q8DR59
6098	Q8TCC7
6098	P46059
6098	Q16348
6098	P02768
3354	P08172
3354	P11229
4449	P28223
4449	P28335
4449	P31645
4449	P08908
4449	P23975
4449	Q01959
4449	P35368
4449	P08913
4449	P35348
4449	Q12809
4449	P08684
4449	P08183
4449	Q9NPD5
4449	O94956
4449	O95342
5281006	Q04707
5281006	P14677
5281006	P0A3M5
2995	P23975
2995	P07550
2995	P31645
2995	P28223
2995	P08588
2995	P17405
2995	P35367
2995	P35348
2995	P35368
2995	P25100
2995	P11229
2995	P08172
2995	P20309
2995	P08173
2995	P08912
2995	P08908
2995	P28335
2995	P14416
2995	P08913
2995	P18089
2995	P18825
2995	P08183
2995	O15245
2995	O75751
2995	O15244
2995	O76082
2995	Q9H015
2995	P02763
65863	P10613
3032285	P14867
3032285	Q15842
3032285	Q14654
3032285	P11712
3032285	P08684
3032285	P05181
9571107	P43702
9571107	P43700
444	Q01959
444	P23975
444	P32297
444	P46098
444	P20813
444	O15244
444	P02763
5583	P00374
5583	P41440
2431	P05023
3562	O14649
3562	Q9NPC2
3562	Q12791
3562	Q8TCU5
3562	O60391
3562	Q12879
3562	P23415
3562	P08100
3562	P48051
3562	P48549
3562	P03886
3562	O15554
3562	P14867
3562	P59768
3562	Q6W5P4
3562	P14867
3562	P47869
3562	P34903
3562	P48169
3562	P31644
3562	Q16445
3562	P18505
3562	P47870
3562	P28472
3562	O14764
3562	P78334
3562	Q8N1C3
3562	P18507
3562	Q99928
3562	O00591
3562	Q9UN88
3562	P20020
3562	Q01814
3562	Q16720
3562	P23634
3562	P05181
3562	P02768
5282415	P43088
5282415	P43119
5282415	O15244
5282415	Q4U2R8
5282415	Q9Y694
5282415	Q8TCC7
5282415	Q9NSA0
5282415	Q92959
5282415	Q9UIG8
8612	Q9Y5Y9
8612	Q01959
5401	P35348
5401	P35368
5401	P25100
5401	Q12809
5401	Q9H252
5401	Q9NS40
5401	P01137
5401	P08183
36273	Q8DNB6
36273	P0AD65
36273	Q75Y35
36273	Q8DR59
36273	P0A3M6
36273	Q7CRA4
5284359	Q99584
4583	P43702
4583	P43700
4583	P11388
4583	P05177
4583	O76082
4583	P33527
4583	Q4U2R8
4583	Q92887
4583	Q9H015
4583	O95342
2754	Q14432
55283	Q16850
55283	P50859
55283	P08684
55283	P08183
55283	O94956
4915	P21397
4915	P27338
261004	O14920
261004	Q16881
261004	P05412
261004	P24385
261004	P27361
261004	P28482
261004	P31749
261004	P38936
261004	Q13547
261004	P29590
261004	Q92887
261004	P08183
261004	P02768
3518	P23975
4235	P21397
4235	P21397
4235	P27338
4235	P27338
6032	P0A7S3
4601	O15399
4601	Q05586
4601	O60391
4601	Q8TCU5
4601	P35367
4601	P23975
4601	Q9Y5Y9
4763	P14867
4763	P43681
4763	P36544
4763	P42262
4763	Q13002
4763	Q05586
4763	Q12879
4763	Q13224
4763	Q14957
4763	O15399
4763	Q8TCU5
4763	O60391
4763	O75469
4763	P11712
4763	P33261
4763	P08183
4763	O15438
4763	O95342
4763	P33527
4763	Q92959
4763	Q92887
146570	P31645
146570	P11229
146570	P35367
146570	P08908
146570	P28223
146570	P35348
146570	P35368
146570	P25100
146570	P28335
146570	P08913
146570	P18089
146570	P18825
146570	P14416
146570	P23975
146570	Q01959
146570	P08183
6726	P35367
6726	P49888
42890	P11388
42890	P11712
42890	P10635
42890	P33527
2717	P30536
10607	P11388
10607	P68366
10607	P07437
32681	P12821
3690	O75469
4932	Q14524
4932	Q12809
4932	P08588
4932	P07550
4932	P10635
4932	P08183
5284596	P35372
5284596	P41143
5284596	P41145
5284596	P16220
5284596	P03372
5284596	O00206
5284596	P23141
5284596	P46721
5284596	P08183
5284596	P02768
3151	P14416
3151	P35462
3151	P08684
3151	P08183
6446	P10275
6446	P03372
6446	P04150
6446	P80365
6446	P04278
47811	P14416
47811	P35462
47811	P21917
47811	P08908
47811	P41595
47811	P28223
47811	P28221
47811	P08913
47811	P18089
47811	P18825
47811	P21918
47811	P21728
47811	P28222
47811	P28335
47811	P35348
47811	P35368
47811	P25100
47811	P08684
2749	P05023
42113	P14867
42113	P47869
42113	P34903
42113	P48169
42113	P31644
42113	Q16445
42113	P18505
42113	P47870
42113	P28472
42113	O14764
42113	P78334
42113	Q8N1C3
42113	P18507
42113	Q99928
42113	O00591
42113	Q9UN88
42113	P23415
42113	P42261
42113	Q09470
42113	P30049
42113	P03886
42113	P98194
42113	O75185
42113	P20020
42113	Q01814
42113	Q16720
42113	P23634
42113	O14983
42113	P16615
42113	P05181
42113	P02768
446598	Q2G0P0
446598	P08183
446598	P02763
66265	P31645
66265	P28335
66265	P10635
66265	P05177
66265	P05181
5284604	P35372
5284604	P41143
1978	P08588
1978	P07550
1978	P08183
68844	P00918
68844	P00915
68844	P22748
68844	P35218
68844	P07451
68844	P08684
3356	Q14524
3356	P35499
3356	Q12809
3356	Q92736
3356	P08183
3356	Q96FL8
3356	P02763
3356	P02768
259331	P11137
259331	P78559
259331	P03372
259331	Q92731
259331	P08684
259331	P08183
44093	P12821
44093	P08253
44093	P14780
44093	P09960
44093	P46663
44093	P08183
44093	P46059
44093	Q4U2R8
44093	P02768
5735	P14867
5735	P47869
5735	P34903
5735	P31644
5735	P30536
5735	P10632
5735	P08684
6000	Q15822
6000	P46098
6000	P22303
6000	P36544
6000	P06276
6000	O15245
6000	O15244
31101	P14416
31101	P35462
31101	P28221
31101	P08913
31101	P08908
31101	P18825
31101	P18089
31101	P41595
31101	P21917
31101	P28223
31101	P28222
31101	P28335
31101	P21918
31101	P21728
31101	P35348
31101	P35368
31101	P25100
31101	P34969
31101	P08684
31101	P08183
6323497	P9WGY7
6323497	P11712
6323497	P08684
6323497	P10632
6323497	P33261
6323497	P20813
6323497	P08684
5284583	Q7L0J3
5284583	Q00975
5284583	P08183
39147	P08588
39147	P07550
39147	P08183
39147	P14859
39147	P09086
39147	Q96FL8
39147	Q86VL8
39147	P02763
4212	P11388
4212	P05181
4212	Q16678
4212	P08684
4212	P08183
4212	P33527
4212	Q9UNQ0
3373	P14867
3373	P18507
3373	P31644
3373	P14867
3373	P47869
3373	P34903
3373	P48169
3373	P31644
3373	Q16445
3373	P18505
3373	P47870
3373	P28472
3373	O14764
3373	P78334
3373	Q8N1C3
3373	P18507
3373	Q99928
3373	O00591
3373	Q9UN88
3950	Q9H169
3950	P08684
3950	P10635
5362391	P21731
5362391	P24557
60464	P43702
60464	P43700
60464	P11388
60464	P05177
60464	O76082
60464	Q92887
60464	P08183
3033053	P35372
3033053	P41145
39468	P07550
39468	P08588
84029	P0A7J6
84029	Q12809
84029	Q9Y6L6
84029	Q9NPD5
84029	Q9Y694
84029	P08183
84029	O95342
84029	Q9Y6L6
84029	Q9NPD5
5479530	P0A3M6
5479530	Q9NSA0
5479530	Q4U2R8
5479530	Q8TCC7
5479530	P46059
5479530	P15104
5479530	P46059
5479530	Q16348
5479530	Q4U2R8
5479530	Q8TCC7
5479530	Q9NSA0
5479530	P08183
5479530	P02768
3406	P07327
3406	P00325
3406	P00326
3406	P04040
31477	P07550
31477	P08588
3261	P14867
3261	P47869
3261	P34903
3261	P48169
3261	P31644
3261	Q16445
3261	P18505
3261	P47870
3261	P28472
3261	O14764
3261	P78334
3261	Q8N1C3
3261	P18507
3261	Q99928
3261	O00591
3261	Q9UN88
3261	P14867
3261	P47869
3261	P34903
3261	P31644
3261	Q8N1C3
3261	P18507
3261	Q99928
57363	P31213
57363	P18405
57363	P51857
57363	P08684
57363	Q91V14
2187	P11511
2187	P08684
2187	P20815
2187	P10632
2187	P08183
37393	Q12809
37393	P46925
37393	P08684
6914273	P21817
6914273	P05543
6436173	P0A8V2
6436173	O75469
6436173	P08684
6436173	P33261
6436173	P10632
3821	Q8TCU5
3821	P25103
3821	P14416
3821	P41143
3821	P23975
3821	P41145
3821	P35372
3821	P11229
3821	P08172
3821	P20309
3821	P08173
3821	P08912
3821	P28223
3821	P41595
3821	P28335
3821	P08908
3821	P28222
3821	P28221
3821	P28566
3821	P30939
3821	P46098
3821	Q693P7
3821	P06276
3821	P29475
3821	P11712
3821	P20813
3821	P08684
5281004	P04150
5281004	P04083
5281004	O95342
5281004	P08183
5281004	P46721
5281004	Q8TCC7
5281004	P08185
5281004	P02768
9433	Q14432
9433	P30542
9433	P0DMS8
9433	Q92769
9433	P05177
9433	P05181
9433	P08684
5002	P28223
5002	P14416
5002	P08908
5002	P28222
5002	P28221
5002	P28566
5002	P28335
5002	P46098
5002	P50406
5002	P34969
5002	P21728
5002	P21918
5002	P35462
5002	P21917
5002	P35367
5002	P35348
5002	P35368
5002	P25100
5002	P08913
5002	P18089
5002	P18825
5002	P11229
5002	P08172
5002	P20309
5002	P08173
5002	P08912
5002	P08183
5281042	Q15822
5281042	P08172
5281042	P20309
5281042	P06276
15130	P35372
15130	P30926
15130	P32297
48041	Q14524
48041	P10635
36314	Q9H4B7
36314	P10415
36314	P27816
36314	P11137
36314	P10636
36314	O75469
36314	O95342
36314	P08183
36314	P33527
36314	Q5T3U5
36314	Q9NPD5
36314	Q92887
3055	P11229
3055	P20309
3055	P08172
441243	Q72874
441243	P08684
441243	P08183
441243	O15245
441243	P46721
441243	Q9UNQ0
441243	Q9Y6L6
441243	P33527
441243	Q92887
441243	O94956
441243	O95342
441243	P02763
441243	P02768
4168	P14416
4168	P11229
4168	Q13639
4168	P46098
4168	P10635
4168	P08684
4168	P05177
4168	P08183
4168	P02763
5743	P04150
5743	P51843
5743	P04083
5743	P35228
5743	O75469
5743	P08684
5743	P08183
5743	Q8TCC7
5743	O95342
5743	Q92887
5743	Q9UNQ0
5743	P46721
5743	P02768
6047	P21728
6047	P21918
6047	P14416
6047	P35462
6047	P21917
6047	P46059
6047	Q8TF71
6047	Q01650
6047	Q9UHI5
6047	P02768
5206	P14867
5206	P23415
5206	P42261
5206	P98194
5206	P03886
5206	P14867
5206	P47869
5206	P34903
5206	P48169
5206	P31644
5206	Q16445
5206	P18505
5206	P47870
5206	P28472
5206	O14764
5206	P78334
5206	Q8N1C3
5206	P18507
5206	Q99928
5206	O00591
5206	Q9UN88
5206	Q96ER9
5206	P02768
2444	P35367
2444	Q4U2R8
60795	P08908
60795	P14416
60795	P28223
60795	P35348
60795	P35368
60795	P35462
60795	P28221
60795	P34969
60795	P08913
60795	P18825
60795	P35367
60795	P28222
60795	P28335
60795	P46098
60795	P50406
60795	P21728
60795	P21917
60795	P18089
60795	P28566
60795	P21918
60795	P41595
60795	P47898
60795	P08588
60795	P07550
60795	P25021
60795	Q9Y5N1
60795	Q9H3N8
60795	P11229
60795	P08172
60795	P20309
60795	P08173
60795	P08912
60795	P41145
60795	P35372
60795	P41143
60795	Q05586
60795	Q12879
60795	Q13224
60795	Q14957
60795	O15399
60795	Q8TCU5
60795	O60391
60795	Q01959
60795	P31645
60795	P02768
667466	P14416
667466	P21728
667466	P35462
667466	P28223
667466	P35367
667466	P11229
667466	P08172
667466	P20309
667466	P08173
667466	P08912
667466	P08908
667466	P28222
667466	P28221
667466	P28566
667466	P30939
667466	P28223
667466	P41595
667466	P28335
667466	P46098
667466	O95264
667466	Q8WXA8
667466	Q70Z44
667466	A5X5Y0
667466	Q13639
667466	P50406
667466	P34969
667466	P08183
5280427	Q9H244
5280427	P43119
5280427	Q16647
3463	Q07869
3463	Q9Y6L6
3463	Q8TCC7
3463	O94956
3463	Q9NPD5
3463	P22309
3463	O60656
3463	P35503
3463	P06133
3463	P16662
3463	O75795
3463	P02768
2801	P31645
2801	P28223
2801	P41595
2801	P28335
2801	P23975
2801	P09211
2801	P08183
2801	P02768
2351	O00555
2351	O95180
2351	Q9NY47
2351	P05023
2351	P51787
2351	P63316
2351	P0DP23
2351	Q01064
2351	P54750
2351	Q12809
2351	P10635
2351	P08684
2351	P08183
2968	Q15822
2968	P22303
2968	P43681
2968	P17787
2968	P06276
5574	P35367
3759	P21397
3759	P27338
148124	Q9H4B7
148124	P10415
148124	P11137
148124	P27816
148124	P10636
148124	O75469
148124	P08183
148124	Q5T3U5
148124	Q9NPD5
148124	Q9Y694
148124	Q9UNQ0
148124	Q92887
148124	P33527
6003770	P51580
6003770	P01579
91610	Q09428
91610	Q15842
91610	P11712
121891	Q09428
121891	P37231
121891	P35503
121891	P16662
443884	P35348
443884	P08684
443884	P08183
3062316	P00519
3062316	P12931
3062316	P29317
3062316	P06239
3062316	P07947
3062316	P10721
3062316	P09619
3062316	P51692
3062316	P42684
3062316	P06241
3062316	Q06187
3062316	Q92570
3062316	P11274
3062316	P41240
3062316	P54756
3062316	P54760
3062316	P09769
3062316	P42685
3062316	P11142
3062316	P07948
3062316	Q9NYL2
3062316	Q16539
3062316	Q06203
3062316	P08183
3062316	Q9UNQ0
11597698	Q96RJ0
11597698	P46059
6918462	Q9A1X4
6918462	P08684
208908	P00533
208908	P04626
208908	P08684
208908	P20815
208908	P10632
208908	P33261
208908	P08183
208908	Q03518
5311066	P04150
5311066	P08684
4369359	P27487
4369359	P08183
4369359	Q8TCC7
451668	P26358
451668	Q9Y6K1
451668	Q9UBC3
451668	P27707
451668	O00337
468595	P10613
468595	P08684
468595	P08183
213039	Q72874
213039	P08684
213039	P10635
213039	Q9Y6L6
213039	P08183
213039	P02768
213039	P02763
159269	Q05486
115237	P28223
115237	P14416
115237	P35367
115237	P35348
115237	P35368
115237	P21917
115237	P28221
115237	P35462
115237	P28335
115237	P08913
115237	P18089
115237	P18825
115237	P08908
115237	P21728
115237	P34969
115237	P08684
115237	P10635
115237	P20815
115237	P08183
5329102	P09619
5329102	P17948
5329102	P10721
5329102	P35968
5329102	P35916
5329102	P36888
5329102	P07333
5329102	P16234
5329102	P20815
5329102	P24462
5329102	P08684
