Drug	Protein
9829523	Q16512
9829523	Q16513
9829523	Q16566
9829523	Q16584
9829523	Q16659
9829523	Q16816
9829523	Q16832
9829523	Q56UN5
9829523	Q59H18
9829523	Q5VT25
9829523	Q6DT37
9829523	Q6P3R8
9829523	Q7KZI7
9829523	Q86UE8
9829523	Q86UX6
9829523	Q8IVH8
9829523	Q8IW41
9829523	Q8N568
9829523	Q8N5S9
9829523	Q8N752
9829523	Q8NEV4
9829523	Q8NFD2
9829523	Q8NI60
9829523	Q8TD19
9829523	Q8TDC3
9829523	Q8TDX7
9829523	Q8WXR4
9829523	Q92918
9829523	Q96D53
9829523	Q96NX5
9829523	Q96PY6
9829523	Q99640
9829523	Q99683
9829523	Q9BRS2
9829523	Q9BUB5
9829523	Q9BYT3
9829523	Q9C098
9829523	Q9H1R3
9829523	Q9H2G2
9829523	Q9H3Y6
9829523	Q9H4B4
9829523	Q9HC98
9829523	Q9HCP0
9829523	Q9NQU5
9829523	Q9NRM7
9829523	Q9NRP7
9829523	Q9NSY1
9829523	Q9NY57
9829523	Q9NYL2
9829523	Q9P0L2
9829523	Q9P286
9829523	Q9P289
9829523	Q9UBE8
9829523	Q9UEE5
9829523	Q9UF33
9829523	Q9UHD2
9829523	Q9UK32
9829523	Q9UKE5
9829523	Q9UKI8
9829523	Q9UM73
9829523	Q9UQ88
9829523	Q9UQB9
9829523	Q9UQM7
9829523	Q9Y243
9829523	Q9Y2H1
9829523	Q9Y5S2
9829523	Q9Y616
9829523	Q9Y6E0
9829523	Q9Y6M4
9829523	Q9Y6R4
9830361	P21452
9830361	P29371
9832212	P25116
9832383	P25103
9832467	P30553
9833444	P32238
9833444	P32239
9836681	Q9Y5N1
9836953	Q9Y5N1
9841284	P25099
9843168	P25774
9845382	P10826
9847362	P25103
9849682	P28646
9849682	P30872
9853816	P25116
9854500	P30969
9858195	Q9Y5N1
9861608	Q9JI35
9862248	P10827
9862248	P10828
9862335	Q9JI35
9863341	P19793
9863341	P28702
9863341	P48443
9863342	P19793
9863342	P28702
9863342	P48443
9864886	P10826
9865875	P10276
9866657	Q9JI35
9866660	P14842
9867642	Q13258
9867758	P10276
9869779	O15197
9869779	O94804
9869779	P07333
9869779	P09619
9869779	P10721
9869779	P16234
9869779	P35968
9869779	Q08345
9869779	Q13163
9870520	P30553
9870830	P25101
9872389	P70536
9873207	P30553
9874480	P25103
9874913	O14757
9874913	O43293
9874913	O75582
9874913	P00519
9874913	P00533
9874913	P07949
9874913	P10721
9874913	P15056
9874913	P22607
9874913	P24723
9874913	P36888
9874913	P42336
9874913	Q09013
9874913	Q13976
9874913	Q15349
9874913	Q15418
9874913	Q96GD4
9874913	Q9BZL6
9874913	Q9UK32
9874913	Q9Y616
9878707	Q9Y5N1
9879041	Q9Y5N1
9879473	Q9Y5N1
9880039	Q9Y5N1
9880373	Q9Y5N1
9880608	Q9Y5N1
9880698	Q9Y5N1
9882625	P0DMS8
9883342	P22935
9883342	P62965
9884208	P10276
9884208	P10826
9884208	P13631
9884208	P19793
9884262	P30291
9884637	Q9JI35
9884685	O00329
9884685	O00750
9884685	O14757
9884685	O75582
9884685	P00519
9884685	P00533
9884685	P07949
9884685	P10721
9884685	P15056
9884685	P22607
9884685	P24723
9884685	P36888
9884685	P42336
9884685	P42338
9884685	P42345
9884685	P48736
9884685	Q09013
9884685	Q13976
9884685	Q15349
9884685	Q15418
9884685	Q96GD4
9884685	Q9BZL6
9884685	Q9UK32
9884685	Q9Y616
9884878	P34998
9884959	P28704
9884959	P48443
9886808	O14757
9886808	O43293
9886808	O75582
9886808	P00519
9886808	P00533
9886808	P07949
9886808	P09619
9886808	P10721
9886808	P11799
9886808	P15056
9886808	P24723
9886808	P36888
9886808	P42336
9886808	Q09013
9886808	Q13976
9886808	Q15349
9886808	Q32MK0
9886808	Q56UN5
9886808	Q8N4C8
9886808	Q96GD4
9886808	Q9BZL6
9886808	Q9UK32
9886808	Q9UKE5
9886808	Q9Y616
9887430	P13631
9887844	P34976
9887949	P19793
9888385	P13631
9890153	Q2NNR5
9895503	P07339
9897921	P30411
9900246	P04278
9902060	Q9Y5N1
9903786	O60674
9904139	P30994
9904228	Q8K4Z4
9906514	P28704
9906514	P48443
9907909	P28704
9907909	P48443
9909542	P34976
9910573	P32745
9911332	P34976
9911419	P10826
9912059	P34976
9915372	P21452
9915372	P79218
9915743	O00506
9915743	O94804
9915743	P00533
9915743	P04626
9915743	P21860
9915743	P36507
9915743	Q02750
9915743	Q15303
9915743	Q56UN5
9915743	Q8IVH8
9915743	Q8N4C8
9915743	Q9P289
9915743	Q9Y6E0
9919038	P25116
9925594	P49760
9926445	Q9Y5N1
9926791	O14757
9926791	O43293
9926791	O60674
9926791	O75582
9926791	P00519
9926791	P00533
9926791	P07949
9926791	P10721
9926791	P15056
9926791	P22607
9926791	P23458
9926791	P24723
9926791	P29597
9926791	P36888
9926791	P42336
9926791	P49841
9926791	P52333
9926791	Q09013
9926791	Q13976
9926791	Q15349
9926791	Q15418
9926791	Q96GD4
9926791	Q9BZL6
9926791	Q9C098
9926791	Q9UK32
9926791	Q9Y616
9926842	Q99572
9928224	Q9JI35
9929127	O14920
9931234	Q13936
9931522	P10826
9931522	P13631
9933475	O94804
9933475	P00519
9933475	P07333
9933475	P07949
9933475	P09619
9933475	P10721
9933475	P16234
9933475	P17948
9933475	P22607
9933475	P35916
9933475	P35968
9933475	Q08345
9933475	Q8TDR2
9933475	Q9H2G2
9933831	P34995
9933831	P43116
9934458	Q03181
9936388	P52732
9938452	P34976
9939040	P30547
9944320	Q9Y5N1
9944610	Q9QYN8
9944610	Q9Y5N1
9946194	Q9Y5N1
9948102	Q9JI35
9948238	Q9JI35
9950176	P15056
9951008	P14842
9951964	P14842
9954280	P37231
9956886	P10276
9958284	P31389
9958626	P21731
9959481	P21452
9966707	Q9Y5N1
9971808	P00918
9972439	P30994
9972949	P19793
9974306	Q9JI35
9976756	P23944
9977348	Q62666
9977495	P10276
9988753	O70526
9988753	P30411
9990388	Q9JI35
9993212	P31389
9995204	P00918
9995441	P04278
10002564	Q9JI35
10002592	P25774
10008367	P13500
10010104	O70526
10010104	P30411
10010669	P30411
10014535	Q9JI35
10015196	Q9JI35
10017820	Q9JI35
10022123	P14842
10022781	P14842
10026817	P30542
10027485	P30542
10030750	Q9JI35
10032895	O70526
10032895	P30411
10039772	Q9JI35
10042467	P31389
10044591	P10276
10046647	Q99572
10048706	P30542
10055774	P30411
10056816	P30411
10060160	Q28044
10062863	P00918
10064119	P00918
10065953	O43613
10067161	Q9JI35
10069784	P14842
10071193	P35351
10072518	P23944
10073045	P00918
10074640	P00519
10074640	P07333
10074640	P09619
10074640	P10721
10074640	P16234
10074640	Q08345
10074640	Q16832
10079793	P30411
10079797	P30411
10083812	P31645
10086191	P22935
10086191	P62965
10087507	P00918
10090424	P14842
10090486	P14842
10093238	P14842
10094851	P25095
10096043	P08238
10097792	P23944
10099429	Q9JI35
10101246	P08172
10101246	P11229
10101294	O70526
10101294	P30411
10101973	P05771
10101973	P17252
10101973	Q02156
10101973	Q05655
10102296	P30411
10102701	P30411
10107559	P23975
10107559	P31645
10113978	O14757
10113978	O43293
10113978	O75582
10113978	P00519
10113978	P00533
10113978	P07333
10113978	P07949
10113978	P09619
10113978	P10721
10113978	P16234
10113978	P17948
10113978	P24723
10113978	P35916
10113978	P35968
10113978	P36888
10113978	P42336
10113978	Q09013
10113978	Q13976
10113978	Q15349
10113978	Q15418
10113978	Q96GD4
10113978	Q9BZL6
10113978	Q9UK32
10113978	Q9Y616
10127015	P10276
10127015	P10826
10127015	P13631
10130754	Q04609
10131633	Q9Y5N1
10131681	Q9Y5N1
10131721	Q9Y5N1
10133472	P05121
10134089	Q9QYN8
10137178	P32300
10137178	P41144
10137178	P97266
10138259	O14757
10138259	O75582
10138259	P00519
10138259	P00533
10138259	P07333
10138259	P07949
10138259	P09619
10138259	P10721
10138259	P15056
10138259	P16234
10138259	P17948
10138259	P24723
10138259	P35968
10138259	P36888
10138259	P42336
10138259	P51617
10138259	P57058
10138259	Q09013
10138259	Q13976
10138259	Q56UN5
10138259	Q8TDR2
10138259	Q92918
10138259	Q9NSY1
10138259	Q9UEE5
10138259	Q9UK32
10138259	Q9Y616
10176370	Q9JI35
10176414	Q9JI35
10184653	P00533
10184653	P04626
10184653	Q15303
10193212	Q9Y5N1
10193234	Q9Y5N1
10194688	P10826
10200614	Q9Y5N1
10204153	O43613
10221184	Q9JI35
10222594	P15056
10223051	Q9Y5N1
10232566	P21452
10238338	P34995
10243600	P00749
10243600	P00760
10246057	P10827
10246057	P10828
10249448	P10826
10249448	P13631
10249506	P14842
10250336	P25095
10251128	P10826
10251128	P13631
10251591	P35563
10252805	P25774
10260476	P30411
10261471	Q9JI35
10264543	P00734
10264543	P00749
10266279	P00918
10275789	P50613
10275789	P50750
10284949	P20248
10286408	Q9Y5N1
10290368	Q99572
10291260	Q9Y5N1
10294844	Q9Y5N1
10297043	P00533
10305816	P21452
10314877	P00918
10314941	P10275
10315687	P10826
10315741	P00918
10318840	P35563
10319168	P10826
10319168	P13631
10320870	P30542
10325319	P00918
10327792	P16610
10327792	Q64077
10330240	Q9Y5N1
10331118	P43144
10332812	Q28044
10334453	P00918
10336393	P21554
10336974	P10275
10339172	P00760
10344976	P23944
10344976	P43140
10347896	Q9JI35
10349694	P30411
10350966	P30411
10356829	P30994
10359635	P10275
10360455	P19793
10360682	P21554
10362637	P00734
10363912	P23944
10363912	P43140
10364258	P31389
10364258	P31390
10365181	P08482
10365181	P08485
10367224	P30542
10367486	P14842
10368871	P30542
10368912	P30542
10369704	P21731
10369736	P08172
10373970	O70526
10373970	P30411
10382177	P00918
10382616	P00918
10384413	P13631
10387775	P08482
10387775	P10980
10389641	P23977
10389761	P11387
10390375	P30542
10396101	P30411
10402802	Q9JI35
10403687	P31389
10403687	P31390
10403713	Q9H8M2
10405277	P30542
10407870	P31389
10410184	Q9JI35
10410901	P31389
10410901	P31390
10411021	P30542
10416230	P47747
10418181	P08172
10418252	P30411
10418495	P30411
10418701	P30411
10422468	Q9JI35
10427712	O00750
10427712	O75747
10427712	P48736
10427712	Q9BX84
10435244	P30542
10435880	P31389
10436237	Q9JI35
10437250	P00918
10439868	O70526
10439868	P30411
10441167	P30411
10441194	P30411
10441297	P30411
10445847	Q9JI35
10446240	Q9JI35
10447834	P31389
10447834	P31390
10451429	P14842
10451887	P30542
10455955	P30542
10456060	P41144
10457079	P08172
10457079	P11229
10461270	P70536
10461815	P08581
10463758	P30411
10463883	O70526
10463883	P30411
10466840	Q9JI35
10467512	Q8K4Z4
10468601	Q9H3N8
10474333	P21554
10475883	Q9JI35
10478196	P13631
10483382	P00918
10484346	P31389
10490506	P22935
10495940	P30994
10506915	P23944
10506915	P43140
10509332	P25116
10519878	P14842
10523846	P14842
10525410	P14842
10526098	Q2NNR5
10527469	P23944
10527469	P35348
10527469	P43140
10527913	P43140
10530133	P23944
10530133	P43140
10531768	P23944
10531768	P43140
10539503	P29401
10546206	Q9JI35
10546960	P30987
10548564	P14842
10549344	P14842
10549596	P23944
10549596	P43140
10550345	P43140
10553385	P23944
10553687	P23944
10557935	P25104
10571747	Q9JI35
10574148	P10826
10574148	P13631
10574284	Q2NNR5
10574953	P14842
10591799	P30994
10602797	P23944
10619669	P14842
10621592	P23944
10637557	P30994
10638921	P15056
10642679	P14842
10645469	P14842
10651334	P23944
10653658	P25104
10668061	P30543
10668458	P32300
10669830	P14842
10673882	P23944
10681749	P22935
10681749	P62965
10688111	P31389
10689833	P31389
10691078	P14842
10694582	P43140
10707357	P22935
10707357	P62965
10711815	Q9JI35
10719536	P23944
10724264	P25116
10736602	P14842
10740827	P14842
10741033	P23977
10743978	P23944
10745791	P23944
10745791	P43140
10747940	P25116
10748581	P25104
10748581	P34976
10757038	P30994
10759320	P14842
10762223	P14842
10763110	P14842
10765059	P0DMS8
10765224	Q2NNR5
10767627	Q2NNR5
10767688	P23944
10767948	P23944
10785011	P14842
10785927	P14842
10792471	Q2NNR5
10814913	P23944
10814913	P43140
10819322	P25116
10834793	P23944
10834793	P43140
10851262	P30994
10851406	P30994
10864032	P25103
10864203	P25103
10864234	P25103
10869191	Q9JI35
10873565	Q9JI35
10884634	P25774
10893503	P25774
10895386	P25774
10895470	P25774
10896077	P25774
10896702	Q16832
10902522	Q9JI35
10906131	P25774
10907397	P25103
10916261	Q9JI35
10918128	P25103
10926235	P13631
10929285	P25103
10929285	P79218
10933521	Q9JI35
10936298	P10827
10936298	P10828
10936773	P10827
10936773	P10828
10938614	P25774
10938777	P25774
10940813	P79218
10949464	Q9JI35
10950925	P79218
10955652	Q9JI35
10956869	Q9JI35
10960024	P25774
10972666	P79218
10973497	P25103
10977121	Q9JI35
10977922	Q9JI35
10978306	Q9JI35
10980927	Q9JI35
10982531	P25774
10984417	P25103
11001318	P02766
11003651	Q9JI35
11004759	Q9JI35
11005795	P25103
11010982	Q9JI35
11028028	P25103
11038500	P79218
11046559	P25774
11058796	P25774
11059260	P25774
11059525	P25774
11069367	P25774
11071001	P25103
11071343	P25103
11071954	P25103
11093672	P56450
11097588	P31389
11103819	P25103
11113999	P25103
11133288	P23944
11133868	P23944
11133868	P43140
11135103	P25103
11140463	Q9JI35
11161014	P29401
11164341	O67648
11164341	P47205
11180808	P41597
11181783	P62993
11189588	P07333
11189588	P07949
11189588	P09619
11189588	P10721
11189588	P16234
11189588	P36888
11200284	P07333
11200284	P07949
11200284	P09619
11200284	P10721
11200284	P16234
11200284	P36888
11213558	O00444
11213558	O43293
11213558	O60674
11213558	O75385
11213558	O75716
11213558	O94768
11213558	P06241
11213558	P07948
11213558	P07949
11213558	P08922
11213558	P09619
11213558	P10721
11213558	P12931
11213558	P17948
11213558	P19784
11213558	P23458
11213558	P35916
11213558	P36888
11213558	P43403
11213558	P43405
11213558	P51451
11213558	P51617
11213558	P80192
11213558	Q02779
11213558	Q08345
11213558	Q13470
11213558	Q14164
11213558	Q14289
11213558	Q16584
11213558	Q5S007
11213558	Q6P3R8
11213558	Q6PHR2
11213558	Q8IYT8
11213558	Q8TD19
11213558	Q8TDX7
11213558	Q9H4B4
11213558	Q9HC98
11213558	Q9P2K8
11213558	Q9UHD2
11213558	Q9Y616
11218373	Q9JI35
11228183	P10415
11228183	Q07817
11234052	P10721
11234052	P16234
11234052	P17948
11234052	P35968
11234052	Q8TDR2
11235688	Q9JI35
11249888	P11229
11249888	P20309
11268547	P07900
11269875	P31389
11276413	Q9JI35
11280411	P36888
11282041	Q64663
11291932	P09874
11314340	O14578
11314340	P24723
11314340	P49759
11314340	P49760
11314340	Q02156
11314340	Q04759
11314340	Q05655
11314340	Q13237
11314340	Q13627
11314340	Q9HAZ1
11314340	Q9Y463
11337049	P29401
11338033	O14936
11338033	O76039
11338033	O94921
11338033	P11802
11338033	P49840
11338033	P49841
11338033	P50613
11338033	P50750
11338033	Q00536
11338033	Q00537
11338033	Q14004
11338033	Q9UPZ9
11338033	Q9UQ88
11339372	P36888
11364421	P53350
11364421	Q8N5S9
11364421	Q96RR4
11364421	Q9H4B4
11364421	Q9NYY3
11365314	P08172
11365314	P11229
11365314	P20309
11377706	P62993
11406590	P45983
11406590	P45984
11406590	P53779
11406590	Q15759
11406590	Q9UBE8
11409972	O14733
11409972	O14757
11409972	O15146
11409972	O15264
11409972	O43318
11409972	O76039
11409972	O94804
11409972	O94921
11409972	O95819
11409972	P00519
11409972	P00533
11409972	P06239
11409972	P07333
11409972	P07948
11409972	P07949
11409972	P09619
11409972	P10721
11409972	P15056
11409972	P16234
11409972	P22607
11409972	P24723
11409972	P29322
11409972	P35590
11409972	P36888
11409972	P42336
11409972	P42684
11409972	P42685
11409972	P50613
11409972	P53778
11409972	Q00537
11409972	Q02763
11409972	Q08345
11409972	Q09013
11409972	Q13976
11409972	Q14004
11409972	Q15349
11409972	Q15418
11409972	Q16832
11409972	Q7L7X3
11409972	Q8IVW4
11409972	Q8N4C8
11409972	Q8NE63
11409972	Q8TDR2
11409972	Q92772
11409972	Q96GD4
11409972	Q9BUB5
11409972	Q9H2G2
11409972	Q9H2K8
11409972	Q9H2X6
11409972	Q9H422
11409972	Q9HBH9
11409972	Q9NYL2
11409972	Q9UK32
11409972	Q9Y616
11427553	O00444
11427553	O75716
11427553	O94768
11427553	O94804
11427553	P00519
11427553	P07947
11427553	P10721
11427553	P36888
11427553	P78362
11427553	Q12851
11427553	Q32MK0
11427553	Q56UN5
11427553	Q8N4C8
11427553	Q9H2G2
11427553	Q9NSY1
11427553	Q9UEE5
11427553	Q9UKE5
11430126	P23944
11430126	P43140
11430491	P23944
11430491	P43140
11436304	Q9JI35
11440492	P25025
11453690	P36888
11454386	P23944
11461003	P19793
11485656	O14757
11485656	O15146
11485656	O43293
11485656	O75582
11485656	P00519
11485656	P00533
11485656	P07333
11485656	P07949
11485656	P09619
11485656	P10721
11485656	P15056
11485656	P16234
11485656	P17948
11485656	P22607
11485656	P24723
11485656	P35916
11485656	P35968
11485656	P36888
11485656	P42336
11485656	Q09013
11485656	Q13976
11485656	Q15349
11485656	Q15418
11485656	Q9BZL6
11485656	Q9UK32
11485656	Q9Y616
11485752	P36888
11495719	P30553
11497371	P30553
11498528	P30553
11498853	P30411
11504490	P08172
11504490	P11229
11504490	P20309
11506007	P30411
11508736	Q9Y5Y4
11511721	P30553
11513177	P30553
11513471	P30411
11513676	P23284
11513676	P30405
11513676	P62937
11516649	P28867
11516650	P28867
11518283	P30553
11520939	P49684
11527738	P30553
11539356	P30553
11540160	P30553
11548630	Q02750
11555166	P30553
11555184	P30553
11556983	P08172
11556983	P11229
11556983	P20309
11558055	P50129
11560568	P49759
11560568	P49760
11560568	P49840
11560568	P49841
11560568	Q00536
11568001	P29275
11568611	P30553
11571140	P30553
11571142	P30553
11581893	P28867
11586041	P20309
11587012	P58154
11600186	P30411
11600324	P30411
11605814	P30553
11607628	P20309
11613179	P30553
11613212	P30553
11617559	O14757
11617559	O43293
11617559	O75582
11617559	P00519
11617559	P00533
11617559	P07333
11617559	P07949
11617559	P10721
11617559	P15056
11617559	P22607
11617559	P24723
11617559	P36888
11617559	P42336
11617559	P49841
11617559	Q09013
11617559	Q13976
11617559	Q15349
11617559	Q15418
11617559	Q96GD4
11617559	Q9BZL6
11617559	Q9UK32
11617559	Q9Y616
11625619	P07550
11626560	O15197
11626560	P00519
11626560	P08581
11626560	P08922
11626560	P29376
11626560	P30530
11626560	Q04912
11626560	Q12866
11626560	Q9H2G2
11626560	Q9UM73
11628273	P30553
11632785	P29275
11638677	P23944
11640539	P29275
11642035	P29275
11649145	P29275
11656338	P30553
11656518	O14757
11656518	O43293
11656518	O75582
11656518	P00519
11656518	P00533
11656518	P10721
11656518	P22607
11656518	P24723
11656518	P36888
11656518	P42336
11656518	Q08345
11656518	Q09013
11656518	Q13976
11656518	Q15349
11656518	Q15418
11656518	Q96GD4
11656518	Q9BZL6
11656518	Q9UK32
11656518	Q9Y616
11667893	O14757
11667893	O43293
11667893	O75582
11667893	P00519
11667893	P00533
11667893	P07333
11667893	P07949
11667893	P09619
11667893	P10721
11667893	P15056
11667893	P16234
11667893	P17948
11667893	P22607
11667893	P24723
11667893	P35916
11667893	P35968
11667893	P36888
11667893	P42336
11667893	Q09013
11667893	Q13976
11667893	Q14164
11667893	Q15349
11667893	Q15418
11667893	Q96GD4
11667893	Q9BZL6
11667893	Q9NYL2
11667893	Q9UK32
11667893	Q9Y616
11676971	O14757
11676971	O43318
11676971	O60674
11676971	O75716
11676971	P07333
11676971	P07949
11676971	P09619
11676971	P10721
11676971	P16234
11676971	P29597
11676971	P30530
11676971	P36888
11676971	P36896
11676971	P51451
11676971	P52333
11676971	P54646
11676971	Q08345
11679213	P30553
11681599	P50129
11684443	P29275
11685703	P30553
11693689	P20309
11704178	Q9Y5Y4
11708996	P29401
11712649	O14757
11712649	O14965
11712649	O43293
11712649	O75582
11712649	O94768
11712649	P00533
11712649	P07949
11712649	P10721
11712649	P15056
11712649	P22607
11712649	P24723
11712649	P36888
11712649	P42336
11712649	P49840
11712649	Q09013
11712649	Q13976
11712649	Q15349
11712649	Q15418
11712649	Q9BZL6
11712649	Q9UK32
11712649	Q9UQB9
11712649	Q9Y616
11712880	P30553
11722039	P20309
11723916	P10276
11723916	P10826
11723916	P13631
11723916	P19793
11723916	P28702
11723916	P48443
11728093	P24941
11729761	P25774
11732856	P25774
11740270	P10275
11741669	P31389
11741669	P31390
11742834	P23944
11742834	P43140
11748564	Q9JI35
11751173	P23944
11751173	P43140
11753447	P11229
11753447	P20309
11763019	P25103
11765357	P30542
11766718	P30411
11779710	Q9JI35
11791817	P31389
11794958	P14842
11813113	P25103
11813288	P25103
11826257	P25774
11827396	P25103
11848506	P10721
11948661	P07900
11953323	O43603
11954027	P04278
11954153	P04278
11960529	P09874
11960529	Q9UGN5
11962967	P34995
11968014	P08482
11968014	P08483
11968014	P10980
11984538	Q96GD4
11989761	P21554
12017639	P10826
12017642	P10826
12017645	P10826
12179890	P07550
12179890	P08588
12179890	Q28044
12179890	Q8K4Z4
12259685	Q60492
12259685	Q99720
12548683	Q8K4Z4
12606704	Q8K4Z4
12606706	Q8K4Z4
12704866	Q9UKP6
12878477	Q8K4Z4
13040879	Q8K4Z4
13040881	Q8K4Z4
13040886	Q8K4Z4
13040919	Q8K4Z4
13187527	P18090
13187531	P18090
13267804	Q8K4Z4
13305910	P23944
13305910	P43140
13499360	Q9JI35
13621770	Q8K4Z4
13690207	P30874
14211234	Q13936
14371756	P21731
14423371	P23944
14423371	P43140
14645090	Q12809
14645095	Q12809
14753624	P08482
14753624	P08483
14753624	P10980
14753627	P08482
14753627	P08483
14753627	P10980
14753629	P08482
14753629	P08483
14753629	P10980
14753632	P08482
14753632	P08483
14753632	P10980
14753634	P08482
14753634	P08483
14753634	P10980
14753637	P08482
14753637	P08483
14753637	P10980
14887213	P04278
14939891	P08172
14939893	P08172
14939894	P08172
14939895	P08172
14939896	P08172
14952347	P21731
14952423	P21731
14952425	P21731
14952432	P21731
14952443	P21731
14981575	P70536
15021876	P14842
15024085	P21731
15024086	P21731
15024087	P21731
15024087	P34978
15024088	P21731
15024089	P21731
15024089	P34978
15024090	P21731
15024090	P34978
15024091	P21731
15024091	P34978
15024092	P21731
15024092	P34978
15024093	P21731
15024093	P34978
15024094	P21731
15024094	P34978
15024095	P21731
15024096	P21731
15024096	P34978
15024097	P21731
15024097	P34978
15024098	P21731
15024098	P34978
15098750	P19754
15098757	P19754
15098758	P19754
15098759	P19754
15224471	P34976
15294417	P34976
15462117	P31645
15462118	P31645
15578565	Q8K4Z4
15657904	P34976
15852311	P21731
15870724	P10826
15870949	P10826
15887286	P10276
15887286	P10826
15887286	P13631
15983966	P53350
15983966	Q9H093
15986917	Q9JI35
15987008	Q9JI35
16007391	O14757
16007391	O43293
16007391	O75582
16007391	P00519
16007391	P00533
16007391	P07949
16007391	P10721
16007391	P15056
16007391	P22607
16007391	P24723
16007391	P36888
16007391	P42336
16007391	Q09013
16007391	Q13163
16007391	Q13976
16007391	Q15349
16007391	Q15418
16007391	Q96GD4
16007391	Q9BZL6
16007391	Q9UK32
16007391	Q9UQB9
16007391	Q9Y616
16038120	O00238
16038120	O00444
16038120	O14976
16038120	O15075
16038120	O60285
16038120	O60674
16038120	O75385
16038120	O75914
16038120	P00519
16038120	P00533
16038120	P06213
16038120	P07332
16038120	P07947
16038120	P08069
16038120	P08922
16038120	P10721
16038120	P14616
16038120	P15735
16038120	P16591
16038120	P29376
16038120	P30530
16038120	P35590
16038120	P36888
16038120	P42685
16038120	P49759
16038120	P51812
16038120	P52333
16038120	P53350
16038120	P57059
16038120	Q04771
16038120	Q05397
16038120	Q06187
16038120	Q07912
16038120	Q12866
16038120	Q13131
16038120	Q13470
16038120	Q14289
16038120	Q16816
16038120	Q52WX2
16038120	Q5S007
16038120	Q6PHR2
16038120	Q7L7X3
16038120	Q8IYT8
16038120	Q8N568
16038120	Q8WU08
16038120	Q96L34
16038120	Q96RR4
16038120	Q9BXA7
16038120	Q9BYT3
16038120	Q9C098
16038120	Q9H093
16038120	Q9H0K1
16038120	Q9H2G2
16038120	Q9NY57
16038120	Q9UK32
16038120	Q9UM73
16042745	P08172
16042745	P20309
16050532	P24941
16050623	P24941
16058630	P15121
16058735	P49146
16079743	P20701
16090821	P50129
16094585	P49286
16105690	P30411
16105694	P30411
16105696	P30411
16105698	P30411
16105701	P30411
16105703	P30411
16105727	P30411
16105729	P30411
16105734	P30411
16105742	P30411
16105746	P30411
16105751	P30411
16115945	P08172
16116085	P08172
16130957	P30968
16131215	P30968
16132126	O43603
16132126	P47211
16132180	O43603
16132180	P47211
16136245	P30968
16137215	P43220
16137348	P30968
16138697	P27348
16138697	P31946
16138697	Q04917
16142905	Q07817
16144222	P30968
16144515	P30968
16144824	P30968
16144863	P30968
16145403	P30968
16146022	P30968
16146554	P30968
16147451	P30968
16147453	P30968
16147767	P30968
16148338	P30968
16157293	P30968
16175987	P08172
16187854	P08581
16220188	P45984
16220188	P53779
16411702	Q62666
16478638	Q7Z1V1
16654980	P42336
16654980	P42345
16667090	P49146
16718576	P0C1S8
16718576	P30291
16722190	P53350
16722836	O14976
16722836	O43293
16722836	O60674
16722836	O75716
16722836	P23458
16722836	P29597
16722836	P36888
16722836	P53355
16722836	Q56UN5
16722836	Q9C098
16722836	Q9UIK4
16725726	O96013
16725726	P17612
16725726	P22694
16725726	P24723
16725726	P31749
16725726	P31751
16725726	P51817
16725726	P9WI81
16725726	Q02156
16725726	Q04759
16725726	Q13237
16725726	Q9NQU5
16725726	Q9P286
16725726	Q9Y243
16736529	P08238
16736613	P70536
16737618	P70536
17311160	O14640
17446909	O14640
17747460	P35367
17748251	P34976
17755052	O00329
17755052	P42336
17755052	P42338
17755052	P48736
17755867	P50129
17755999	P50129
17756101	P50129
17757384	Q8NER1
18209153	Q99572
18336923	Q99572
18381535	Q99572
18381542	Q99572
18381562	Q64663
18647774	P04278
18675848	P21731
18675853	P21731
18792927	P09769
18792927	P21709
18792927	P42685
18792927	Q13882
18944131	P21731
18964186	P25103
19097508	P21731
19097519	P21731
19762580	P31389
19762590	P31389
19762600	P31389
19794942	Q2NNR5
19813457	P21731
19838907	P21731
19875349	P21731
19875358	P21731
19875360	P21731
19875366	P21731
19875370	P21731
19875392	P21731
19875405	P21731
19875414	P21731
19875423	P21731
19875425	P21731
19875435	P21731
19875443	P21731
19875446	P21731
19875466	P21731
19875478	P21731
19875479	P21731
19884707	P21731
19973038	P21731
20317991	P14920
20449709	P47747
20449717	P47747
20449725	P47747
20554487	P18090
20660020	Q99572
20844482	P21731
20919929	O43924
21023795	P15056
21041073	P25103
21595417	Q8K4Z4
21595418	Q8K4Z4
21595419	Q8K4Z4
21595421	Q8K4Z4
21595423	Q8K4Z4
21699577	P25103
21836496	P25103
21836503	P25103
21836537	P25103
21836538	P25103
21836542	P25103
21836550	P25103
21836558	P25103
21865528	P21731
22125070	P06239
22133420	P02766
22185379	P15056
22185475	P15056
22185489	P15056
22211700	P04278
22901331	P14600
23224631	P25103
23275590	Q9JI35
23275969	Q9JI35
23275970	Q9JI35
23354375	P14920
23582412	Q9Y5Y4
23618794	P04278
23656025	P28646
23656026	P28646
23656026	P30680
23656591	P02766
23656593	P02766
23656594	P02766
23656595	P02766
23656596	P02766
23661689	Q9Y5Y4
23725625	P09874
23725625	Q9UGN5
23729666	Q99572
23729667	Q99572
23729668	Q99572
23729768	Q99572
23729769	Q99572
23786499	P31389
24180719	Q13163
24180719	Q9H3Y6
24739090	P37231
24748992	Q9JI35
24798804	Q07817
24803483	P35367
24803638	P35367
24803639	P35367
24827770	P34976
24828707	P34976
24849206	P00742
