param_database	param_hidden_channels	param_learning_rate	param_nb_hidden_layer	param_layer_type	param_act	param_aggr_type	param_n_heads	param_p	auc_train	auc_val	auc_test	aupr_train	aupr_val	aupr_test	iter	time
drugbank	7	0.01	4	sage	tanh	sum		0.0	0.941086	0.925707	0.929498	0.9477693394787297	0.9309812129921208	0.9310351615776492	666	0.5838969866434733
drugbank	7	0.01	4	sage	tanh	sum		0.2	0.932551	0.928838	0.938339	0.9401107468752834	0.9350851700986328	0.9422261343901116	999	0.8839089234670003
drugbank	7	0.01	4	sage	tanh	sum		0.5	0.924316	0.922966	0.925876	0.9333040787736993	0.9299911285012914	0.9315765182853348	999	0.8813570102055868
drugbank	8	0.01	4	sage	tanh	sum		0.0	0.905063	0.902716	0.902738	0.9078213914373516	0.9041979104509256	0.8996046519540868	219	0.1946137905120849
drugbank	8	0.01	4	sage	tanh	sum		0.2	0.935668	0.933526	0.940175	0.9424767041162948	0.93802794243532	0.941276470053354	999	0.8926639914512634
drugbank	8	0.01	4	sage	tanh	sum		0.5	0.91669	0.92897	0.930628	0.9258811301839702	0.9338343437274544	0.9355166610114072	999	0.8844196915626525
drugbank	9	0.01	4	sage	tanh	sum		0.0	0.938474	0.925705	0.927058	0.9464985701861702	0.9296343313871516	0.9301784175722768	448	0.3987583994865417
drugbank	9	0.01	4	sage	tanh	sum		0.2	0.937889	0.92161	0.930108	0.9442099066599834	0.928341050134748	0.934168420838557	670	0.5992509643236796
drugbank	9	0.01	4	sage	tanh	sum		0.5	0.930555	0.921142	0.930971	0.9387853764235996	0.9267890471150488	0.9362025551457964	999	0.8857148647308349
drugbank	10	0.01	4	sage	tanh	sum		0.0	0.944964	0.928608	0.933071	0.948750732347691	0.9329553719320234	0.9363323883533874	546	0.4703976154327393
drugbank	10	0.01	4	sage	tanh	sum		0.2	0.942836	0.929239	0.937652	0.9476933720904616	0.930631553840705	0.939793710825448	598	0.5397125840187073
drugbank	10	0.01	4	sage	tanh	sum		0.5	0.920921	0.92966	0.928894	0.9305551071582088	0.9370097801070154	0.9325145727676188	999	0.8995862126350402
drugbank	11	0.01	4	sage	tanh	sum		0.0	0.916165	0.909117	0.920137	0.9194692425550192	0.91270404886351	0.9210257036492224	515	0.4621685981750488
drugbank	11	0.01	4	sage	tanh	sum		0.2	0.942766	0.928251	0.93453	0.9492725362716476	0.9310301581501232	0.9363470578169132	873	0.7826886336008708
drugbank	11	0.01	4	sage	tanh	sum		0.5	0.923496	0.926284	0.932584	0.9316098149793148	0.9324898353523564	0.937420146624916	999	0.8890631477038066
drugbank	12	0.01	4	sage	tanh	sum		0.0	0.9451	0.92751	0.924042	0.9499619308364006	0.9311199996009702	0.9269063002839268	808	0.7088238994280497
drugbank	12	0.01	4	sage	tanh	sum		0.2	0.936866	0.928533	0.938251	0.9437629968938186	0.9353714623765754	0.9399152513309654	999	0.8964674313863118
drugbank	12	0.01	4	sage	tanh	sum		0.5	0.927079	0.921953	0.933484	0.9368856818113322	0.9293218342944854	0.9344291537026626	999	0.8960897207260132
drugbank	13	0.01	4	sage	tanh	sum		0.0	0.937876	0.924141	0.929309	0.9413004635213632	0.92540142049767	0.93062516973958	364	0.3300528883934021
drugbank	13	0.01	4	sage	tanh	sum		0.2	0.948201	0.932867	0.937584	0.9529757753602868	0.9361770411993182	0.9389732365549396	884	0.8000112334887187
drugbank	13	0.01	4	sage	tanh	sum		0.5	0.934938	0.928359	0.938184	0.9403766416480224	0.9341866677691272	0.9404036272682228	999	0.9121362527211508
drugbank	14	0.01	4	sage	tanh	sum		0.0	0.941895	0.927805	0.927447	0.9475665509300998	0.9326148860298172	0.9282639181396896	557	0.4968639453252156
drugbank	14	0.01	4	sage	tanh	sum		0.2	0.936918	0.926524	0.940558	0.9437837537149596	0.927513000073164	0.9430048290395748	942	0.8423076709111531
drugbank	14	0.01	4	sage	tanh	sum		0.5	0.931612	0.933807	0.935458	0.9383198575792848	0.9371090408032002	0.9385101064627952	999	0.8732738892237345
drugbank	15	0.01	4	sage	tanh	sum		0.0	0.942694	0.927771	0.93755	0.9479322890070976	0.932279292519167	0.9399979527141226	444	0.3981401880582174
drugbank	15	0.01	4	sage	tanh	sum		0.2	0.94968	0.933397	0.933309	0.9552913163827568	0.9380709061956064	0.9356313891548412	765	0.6728503704071045
drugbank	15	0.01	4	sage	tanh	sum		0.5	0.930889	0.92789	0.932819	0.9384316692788238	0.930592112510889	0.93682256405514	999	0.9143100659052532
drugbank	20	0.01	4	sage	tanh	sum		0.0	0.94839	0.932992	0.930637	0.9508825540814844	0.9368386690591816	0.9321762143191475	451	0.437283726533254
drugbank	20	0.01	4	sage	tanh	sum		0.2	0.938378	0.933648	0.937244	0.9435952977755204	0.9361600264889652	0.941234639213724	999	0.9883437156677246
drugbank	20	0.01	4	sage	tanh	sum		0.5	0.934027	0.92858	0.936052	0.9412096237089796	0.9324446122753778	0.9404454283509108	999	0.9767009774843852
drugbank	25	0.01	4	sage	tanh	sum		0.0	0.942905	0.925504	0.928365	0.9482706267036504	0.9302470974112268	0.9306528345055513	354	0.3588066101074219
drugbank	25	0.01	4	sage	tanh	sum		0.2	0.9496	0.932951	0.934643	0.9519337478972902	0.9346238103344524	0.9352433569606832	772	0.7918839494387309
drugbank	25	0.01	4	sage	tanh	sum		0.5	0.945083	0.936947	0.936673	0.9499718928390142	0.9429971146379852	0.9388404455476832	999	1.020185395081838
drugbank	40	0.01	4	sage	tanh	sum		0.0	0.946945	0.928063	0.937327	0.9509487492502344	0.9342814057845008	0.9411634408942584	451	0.4646660288174947
drugbank	40	0.01	4	sage	tanh	sum		0.2	0.898512	0.904627	0.906166	0.899113856773351	0.8970791771398459	0.9022191078379208	63	0.0689921696980794
drugbank	40	0.01	4	sage	tanh	sum		0.5	0.948787	0.935243	0.933082	0.9529448585830368	0.936504761109799	0.9344565897428844	999	1.0415380001068115
drugbank	50	0.01	4	sage	tanh	sum		0.0	0.904217	0.906886	0.919504	0.9046711452280808	0.9057531853233238	0.9150023980955332	121	0.1271679321924845
drugbank	50	0.01	4	sage	tanh	sum		0.2	0.941801	0.935318	0.933517	0.9490751724783252	0.9346857210743816	0.9331640311711882	656	0.6983824451764424
drugbank	50	0.01	4	sage	tanh	sum		0.5	0.935333	0.930798	0.930287	0.9434234723339076	0.9345516770095162	0.9331448465979592	999	1.0706276377042134
drugbank	100	0.01	4	sage	tanh	sum		0.0	0.878412	0.885404	0.904118	0.8851889616366939	0.8819981266457589	0.9009907240290822	41	0.0453579386075337
drugbank	100	0.01	4	sage	tanh	sum		0.2	0.850605	0.845604	0.854564	0.8547787394433318	0.853197252007068	0.8526159720728881	214	0.2332964102427164
drugbank	100	0.01	4	sage	tanh	sum		0.5	0.942827	0.929865	0.934012	0.946476970959218	0.9320509852456436	0.933368985651488	999	1.1054211179415383
drugbank	3	0.01	4	sage	tanh	sum		0.0	0.927759	0.910003	0.919613	0.9327757639832556	0.9164642653137454	0.9273659639490476	954	0.7360909303029378
drugbank	3	0.01	4	sage	tanh	sum		0.2	0.911077	0.911709	0.923325	0.9202895617051684	0.9175640314357932	0.9301153016429542	999	0.7736212730407714
drugbank	3	0.01	4	sage	tanh	sum		0.5	0.876256	0.873007	0.872868	0.8947078785922093	0.8945365288722309	0.8929072365328186	999	0.7897390445073446
drugbank	4	0.01	4	sage	tanh	sum		0.0	0.93847	0.924471	0.926601	0.943153148016644	0.9261271876846362	0.929219956528545	523	0.4134667913118998
drugbank	4	0.01	4	sage	tanh	sum		0.2	0.907376	0.912922	0.917983	0.9163479700603854	0.9164866231600296	0.9217778368180846	999	0.8153130213419596
drugbank	4	0.01	4	sage	tanh	sum		0.5	0.906884	0.854616	0.852214	0.9172816381316607	0.8825176951153249	0.8820389753142095	763	0.6322007139523824
drugbank	5	0.01	4	sage	tanh	sum		0.0	0.930985	0.917614	0.926695	0.9406909066744014	0.9166879962768752	0.9256008310152688	287	0.2413859605789184
drugbank	5	0.01	4	sage	tanh	sum		0.2	0.929144	0.922421	0.924333	0.9362010185205168	0.9279028884309838	0.9296790092790808	999	0.8465678652127584
drugbank	5	0.01	4	sage	tanh	sum		0.5	0.916183	0.915334	0.924437	0.9267093375863176	0.921291590887948	0.9292073452095098	999	0.8295547008514405
drugbank	6	0.01	4	sage	tanh	sum		0.0	0.936753	0.925873	0.91685	0.9406531153305734	0.9258584311889296	0.9191279990577164	999	0.8717956225077311
drugbank	6	0.01	4	sage	tanh	sum		0.2	0.925706	0.926367	0.927343	0.9345141299446028	0.9324532063550788	0.92991221135439	999	0.8685626347859701
drugbank	6	0.01	4	sage	tanh	sum		0.5	0.916433	0.925511	0.930978	0.9244427818752504	0.9319336697179226	0.9371730335176016	999	0.8682516137758891
drugbank	7	0.01	4	sage	tanh	sum		0.0	0.943232	0.928098	0.932641	0.9486874747302424	0.9336293824901964	0.9366201638255476	744	0.647576653957367
drugbank	7	0.01	4	sage	tanh	sum		0.2	0.931703	0.922026	0.933553	0.935635332109073	0.9245353691773122	0.9351170900424656	999	0.8749919096628825
drugbank	7	0.01	4	sage	tanh	sum		0.5	0.924498	0.923346	0.928022	0.933749002638074	0.9306510491856076	0.934457285894838	999	0.8714999119440715
drugbank	8	0.01	4	sage	tanh	sum		0.0	0.945505	0.927144	0.927882	0.9458672829626628	0.9322178584939737	0.9288073985779536	595	0.5197840412457784
drugbank	8	0.01	4	sage	tanh	sum		0.2	0.927731	0.935728	0.937304	0.9343764291580232	0.9396395140290288	0.9412345205789582	999	0.8764766017595927
drugbank	8	0.01	4	sage	tanh	sum		0.5	0.919327	0.915881	0.925876	0.9302637007411194	0.9205961245158356	0.931993288091478	999	0.8793990969657898
drugbank	9	0.01	4	sage	tanh	sum		0.0	0.940713	0.925733	0.933431	0.945510309041608	0.9288592228484234	0.9332585215892956	489	0.4305553754170735
drugbank	9	0.01	4	sage	tanh	sum		0.2	0.930564	0.920156	0.927981	0.9391016734098556	0.923626403749562	0.9314380978352204	654	0.5656947135925293
drugbank	9	0.01	4	sage	tanh	sum		0.5	0.921655	0.926236	0.933883	0.930178072523106	0.9328808568099114	0.938048048103006	999	0.8833141446113586
drugbank	10	0.01	4	sage	tanh	sum		0.0	0.948027	0.931395	0.918375	0.9527955482097596	0.9359363512023652	0.9236117207758932	522	0.4609113097190856
drugbank	10	0.01	4	sage	tanh	sum		0.2	0.935376	0.933377	0.931287	0.9417733991389932	0.9383666970150276	0.9355688683683931	999	0.881007210413615
drugbank	10	0.01	4	sage	tanh	sum		0.5	0.923162	0.925437	0.929435	0.9326938069264676	0.9303213627726676	0.9326009440336934	999	0.8787193814913432
drugbank	11	0.01	4	sage	tanh	sum		0.0	0.876386	0.867267	0.872975	0.886108231280726	0.882679621649762	0.8835801805687121	334	0.2984781463940938
drugbank	11	0.01	4	sage	tanh	sum		0.2	0.943403	0.931983	0.937611	0.948193153145941	0.9325539620402126	0.9384187981636836	999	0.8767417748769124
drugbank	11	0.01	4	sage	tanh	sum		0.5	0.921326	0.924075	0.931897	0.9303641417719	0.9302729028537908	0.935597251469926	999	0.8840261737505595
drugbank	12	0.01	4	sage	tanh	sum		0.0	0.937003	0.920234	0.934578	0.9422492983536982	0.9257554561586842	0.9393610445777852	572	0.5106679121653239
drugbank	12	0.01	4	sage	tanh	sum		0.2	0.940321	0.939221	0.938378	0.944688424438249	0.9432587127579596	0.9395586861944816	999	0.890650482972463
drugbank	12	0.01	4	sage	tanh	sum		0.5	0.931705	0.929991	0.929833	0.937514007810195	0.9356442138815652	0.934611513663436	999	0.8964966138203939
drugbank	13	0.01	4	sage	tanh	sum		0.0	0.940468	0.922504	0.928716	0.9464626861119728	0.9291605741294272	0.9321621302261018	286	0.2525556047757467
drugbank	13	0.01	4	sage	tanh	sum		0.2	0.943485	0.931119	0.940933	0.9483337406524864	0.9316437671936064	0.9423942323604584	633	0.5718977570533752
drugbank	13	0.01	4	sage	tanh	sum		0.5	0.939341	0.932363	0.933498	0.945702861497114	0.9382793013023072	0.9351454737651004	999	0.8775266647338867
drugbank	14	0.01	4	sage	tanh	sum		0.0	0.947144	0.931924	0.934215	0.9519532148911438	0.9363104890871048	0.9365090016166542	430	0.3831177552541097
drugbank	14	0.01	4	sage	tanh	sum		0.2	0.951644	0.938521	0.940773	0.9550252101399156	0.9417899364071732	0.942703549183596	999	0.8925158937772115
drugbank	14	0.01	4	sage	tanh	sum		0.5	0.937953	0.929417	0.934688	0.9460219633700848	0.9339428153403526	0.9363554985747464	999	0.8975780765215556
drugbank	15	0.01	4	sage	tanh	sum		0.0	0.944223	0.926263	0.93192	0.9498500225978688	0.9307317701730904	0.9351522375280966	566	0.5008936643600463
drugbank	15	0.01	4	sage	tanh	sum		0.2	0.94752	0.935146	0.936889	0.9525095338354088	0.9397678351083044	0.939627740549404	999	0.9078359007835388
drugbank	15	0.01	4	sage	tanh	sum		0.5	0.943285	0.932131	0.936814	0.9485521265619948	0.93420404155204	0.9394499388701696	804	0.7292246182759603
drugbank	20	0.01	4	sage	tanh	sum		0.0	0.945742	0.926415	0.935668	0.9501792106042016	0.9287901123499638	0.9396348689491412	267	0.2622358481089274
drugbank	20	0.01	4	sage	tanh	sum		0.2	0.942633	0.931165	0.931987	0.9478539153724737	0.9311296907225662	0.9340179676456576	433	0.4256490270296733
drugbank	20	0.01	4	sage	tanh	sum		0.5	0.930812	0.935753	0.936352	0.9382252363881932	0.937738750933162	0.9394310811873192	999	0.987279983361562
drugbank	25	0.01	4	sage	tanh	sum		0.0	0.907979	0.908984	0.914873	0.9114442671914152	0.9077332751352724	0.9128771604718178	88	0.0894450823465983
drugbank	25	0.01	4	sage	tanh	sum		0.2	0.948634	0.93474	0.939716	0.9546684316103315	0.935448118271375	0.9401562888774552	799	0.7978870431582133
drugbank	25	0.01	4	sage	tanh	sum		0.5	0.936837	0.93341	0.931668	0.9441389008438096	0.9386324291975346	0.9314190943145824	999	1.0210893630981446
drugbank	40	0.01	4	sage	tanh	sum		0.0	0.933298	0.921425	0.923114	0.9344366464699312	0.9214764875866652	0.9255917529037828	383	0.393854300181071
drugbank	40	0.01	4	sage	tanh	sum		0.2	0.950812	0.9345	0.934557	0.9550327663765672	0.9381090250939436	0.9363670697622132	784	0.807277250289917
drugbank	40	0.01	4	sage	tanh	sum		0.5	0.926704	0.922804	0.929885	0.9323430219289436	0.9227478377880868	0.9276582652864684	827	0.8532475233078003
drugbank	50	0.01	4	sage	tanh	sum		0.0	0.907915	0.912581	0.910315	0.9049161608204452	0.9103038772690196	0.9079428066350408	319	0.3349418560663859
drugbank	50	0.01	4	sage	tanh	sum		0.2	0.898098	0.899172	0.903687	0.8990657549465877	0.8903129093939708	0.8970521806661731	76	0.0803383032480875
drugbank	50	0.01	4	sage	tanh	sum		0.5	0.94754	0.935855	0.941315	0.9519589913431104	0.9398036787427738	0.9452763913029634	999	1.0372116446495057
drugbank	100	0.01	4	sage	tanh	sum		0.0	0.853083	0.863866	0.858657	0.8595214073868991	0.8604413605879592	0.8607312024832683	44	0.0473889589309692
drugbank	100	0.01	4	sage	tanh	sum		0.2	0.954091	0.933943	0.938175	0.9571680926858388	0.9396982371628064	0.9421789908500268	997	1.0845648010571798
drugbank	100	0.01	4	sage	tanh	sum		0.5	0.933662	0.910283	0.905487	0.938876996698994	0.9180813593490844	0.9150446971936644	834	0.8919374903043111
drugbank	3	0.01	4	sage	tanh	sum		0.0	0.928227	0.913759	0.918529	0.9314028477959864	0.9201903362193954	0.9235578788047956	999	0.7925582965215047
drugbank	3	0.01	4	sage	tanh	sum		0.2	0.904812	0.913547	0.916268	0.9135049922317586	0.9181560500722824	0.9157019502265936	999	0.815096628665924
drugbank	3	0.01	4	sage	tanh	sum		0.5	0.901761	0.907372	0.900956	0.9165844083053106	0.915972183386981	0.9131112170934572	999	0.8316190560658773
drugbank	4	0.01	4	sage	tanh	sum		0.0	0.924611	0.918941	0.932181	0.9318756821622616	0.9237680751287736	0.9302130536812452	999	0.8418131828308105
drugbank	4	0.01	4	sage	tanh	sum		0.2	0.91775	0.921434	0.919087	0.9238099937803634	0.9292474942431576	0.9239035259797947	999	0.8325234611829122
drugbank	4	0.01	4	sage	tanh	sum		0.5	0.908364	0.899954	0.900565	0.9214923803735044	0.9112076669167628	0.914034668086003	999	0.8666698177655537
drugbank	5	0.01	4	sage	tanh	sum		0.0	0.936105	0.918537	0.924808	0.9421983596263928	0.922179574055509	0.9277245999517988	662	0.5798753261566162
drugbank	5	0.01	4	sage	tanh	sum		0.2	0.931272	0.92947	0.92839	0.9371735649186832	0.9345691476484324	0.9314551575090584	999	0.8777391950289408
drugbank	5	0.01	4	sage	tanh	sum		0.5	0.903691	0.917958	0.91216	0.9167463489640324	0.9241497428144024	0.9205832477651604	999	0.8788816571235657
drugbank	6	0.01	4	sage	tanh	sum		0.0	0.939479	0.92083	0.920038	0.9438832231406054	0.9248029125109184	0.9228949000287968	763	0.667260718345642
drugbank	6	0.01	4	sage	tanh	sum		0.2	0.935085	0.932705	0.932478	0.9428236969439128	0.9352413505240518	0.9337417207545348	999	0.8865059375762939
drugbank	6	0.01	4	sage	tanh	sum		0.5	0.910974	0.912531	0.915502	0.9230774516546932	0.9181209358532884	0.9226302376395512	999	0.8769144177436828
drugbank	7	0.01	4	sage	tanh	sum		0.0	0.936286	0.918979	0.923395	0.9437776598050251	0.9258015323888088	0.9219762611077186	653	0.5706446210543314
drugbank	7	0.01	4	sage	tanh	sum		0.2	0.933211	0.934741	0.935989	0.9399786754502514	0.939029794630544	0.9394488953371534	999	0.8856203118960063
drugbank	7	0.01	4	sage	tanh	sum		0.5	0.919491	0.92129	0.925698	0.9283936058079008	0.9287921675729104	0.9315269578916654	999	0.8610118985176086
drugbank	8	0.01	4	sage	tanh	sum		0.0	0.942981	0.927261	0.930217	0.9490354758999608	0.9308971765400116	0.9328844634564206	453	0.3969449122746785
drugbank	8	0.01	4	sage	tanh	sum		0.2	0.930189	0.928994	0.933197	0.9369499876929884	0.9337825451991728	0.9365886822591448	999	0.8811148087183635
drugbank	8	0.01	4	sage	tanh	sum		0.5	0.924031	0.916958	0.92625	0.9334775202005994	0.9219565401592884	0.933240628307494	999	0.8829705993334452
drugbank	9	0.01	4	sage	tanh	sum		0.0	0.943536	0.92539	0.923499	0.947541730885299	0.925766988730824	0.925655992082348	562	0.4990242004394531
drugbank	9	0.01	4	sage	tanh	sum		0.2	0.929528	0.926909	0.931005	0.9374235754293588	0.9304126487947646	0.9333095202364536	999	0.8899240056673686
drugbank	9	0.01	4	sage	tanh	sum		0.5	0.920498	0.925864	0.926396	0.9307033839482312	0.9286139348226758	0.9300035692897614	999	0.8793623566627502
drugbank	10	0.01	4	sage	tanh	sum		0.0	0.92144	0.91642	0.923907	0.9318568405659065	0.9197565535848754	0.927783601791966	140	0.1249508420626322
drugbank	10	0.01	4	sage	tanh	sum		0.2	0.930616	0.933147	0.937388	0.9395955228334942	0.9365367693297996	0.9400056126623662	999	0.8521727601687114
drugbank	10	0.01	4	sage	tanh	sum		0.5	0.920296	0.925244	0.930275	0.9283920328140935	0.9307138201602436	0.9338265696064172	999	0.8888611475626628
drugbank	11	0.01	4	sage	tanh	sum		0.0	0.941972	0.93328	0.927431	0.9492104410606156	0.9333708187033372	0.9255436343835644	526	0.4565392772356669
drugbank	11	0.01	4	sage	tanh	sum		0.2	0.944493	0.935861	0.936429	0.9489600392152056	0.9389195703858022	0.9368781051875807	999	0.8914263010025024
drugbank	11	0.01	4	sage	tanh	sum		0.5	0.929933	0.931004	0.933051	0.9372644543038564	0.9373748859245986	0.936788500534782	999	0.853818941116333
drugbank	12	0.01	4	sage	tanh	sum		0.0	0.88628	0.886763	0.879497	0.8785920796122825	0.8812301420196333	0.8704732682545365	402	0.3574442585309346
drugbank	12	0.01	4	sage	tanh	sum		0.2	0.940701	0.93499	0.940588	0.9472988243857228	0.9405104617822692	0.9419976143754716	999	0.8474275509516398
drugbank	12	0.01	4	sage	tanh	sum		0.5	0.92673	0.928896	0.929924	0.9322710541861716	0.9343860905491812	0.9352460206259512	999	0.8833108305931091
drugbank	13	0.01	4	sage	tanh	sum		0.0	0.911128	0.903779	0.90615	0.9178524262054812	0.910876481715812	0.9159525589034032	409	0.3660581390062968
drugbank	13	0.01	4	sage	tanh	sum		0.2	0.937498	0.929813	0.933423	0.9475167757860408	0.9340156901020654	0.9369001194267612	999	0.899337649345398
drugbank	13	0.01	4	sage	tanh	sum		0.5	0.924027	0.923493	0.928813	0.9329567138366008	0.9278402606759324	0.93222697147387	999	0.9008717219034832
drugbank	14	0.01	4	sage	tanh	sum		0.0	0.947575	0.932877	0.9293	0.9507535207817568	0.9328403090462632	0.9334735481586204	789	0.7072216629981994
drugbank	14	0.01	4	sage	tanh	sum		0.2	0.944208	0.930063	0.941702	0.9501195677634746	0.9350306254934316	0.9441351021416116	960	0.876427964369456
drugbank	14	0.01	4	sage	tanh	sum		0.5	0.934269	0.93247	0.937706	0.943034103791875	0.9345928169182792	0.9396020137809205	999	0.9433443705240886
drugbank	15	0.01	4	sage	tanh	sum		0.0	0.942684	0.925746	0.929942	0.9483691103207736	0.929539443758196	0.9252973732963428	436	0.4083294788996378
drugbank	15	0.01	4	sage	tanh	sum		0.2	0.944558	0.934445	0.940724	0.9477427100442956	0.9383987344020538	0.9443031644924406	999	0.9239278197288512
drugbank	15	0.01	4	sage	tanh	sum		0.5	0.930342	0.931362	0.938194	0.9380411515727816	0.9372777070677828	0.9407166588613488	999	0.921333090464274
drugbank	20	0.01	4	sage	tanh	sum		0.0	0.943755	0.926485	0.924166	0.9479311040302612	0.9348228846640824	0.9282900419361731	559	0.5530580043792724
drugbank	20	0.01	4	sage	tanh	sum		0.2	0.950941	0.936634	0.940329	0.9558903740616774	0.9410806547953264	0.9430375038269034	943	0.9376676082611084
drugbank	20	0.01	4	sage	tanh	sum		0.5	0.93325	0.927469	0.933744	0.939850791485388	0.9337323970473612	0.9376881761395182	999	1.0083720127741496
drugbank	25	0.01	4	sage	tanh	sum		0.0	0.915264	0.905306	0.910677	0.9152559375886684	0.899598035093361	0.9036143368286575	194	0.1994791984558105
drugbank	25	0.01	4	sage	tanh	sum		0.2	0.949212	0.934378	0.937982	0.954584638901244	0.9400817847879848	0.939459125432135	899	0.9392269730567931
drugbank	25	0.01	4	sage	tanh	sum		0.5	0.922098	0.92966	0.933651	0.930949631329272	0.9358550618450184	0.9379418370196736	999	1.0878460605939229
drugbank	40	0.01	4	sage	tanh	sum		0.0	0.949536	0.931653	0.932688	0.9503015436893884	0.9351663705152208	0.932780844291088	656	0.6853528539339702
drugbank	40	0.01	4	sage	tanh	sum		0.2	0.914959	0.908586	0.911203	0.9173671017803834	0.9073120013602596	0.9086028638223558	202	0.1978350202242533
drugbank	40	0.01	4	sage	tanh	sum		0.5	0.900057	0.885951	0.89587	0.8982793540474521	0.8889250679236009	0.8954350583325761	311	0.3075543959935506
drugbank	50	0.01	4	sage	tanh	sum		0.0	0.91999	0.907895	0.913359	0.9211059529281642	0.9094572303608174	0.9107386459011088	416	0.3874928037325541
drugbank	50	0.01	4	sage	tanh	sum		0.2	0.947461	0.933263	0.939044	0.9514352325226954	0.9359903816067062	0.9393798674686644	691	0.6434998552004496
drugbank	50	0.01	4	sage	tanh	sum		0.5	0.941698	0.926964	0.938147	0.9421732849171685	0.9287665347885776	0.937350449933553	913	0.8444556514422099
drugbank	100	0.01	4	sage	tanh	sum		0.0	0.896417	0.891116	0.884896	0.894836342638359	0.8956701318240455	0.8806106800834319	428	0.3952637155850728
drugbank	100	0.01	4	sage	tanh	sum		0.2	0.946185	0.929824	0.939558	0.949836944423577	0.9352506518357132	0.9425995779075927	723	0.6872027715047201
drugbank	100	0.01	4	sage	tanh	sum		0.5	0.922411	0.921044	0.92834	0.9231964420118174	0.9210012063321464	0.9273209672113104	283	0.2647301435470581
drugbank	3	0.01	4	sage	tanh	sum		0.0	0.924841	0.90972	0.918573	0.9295245849263232	0.9145234467047764	0.92438160936612	999	0.815692679087321
drugbank	3	0.01	4	sage	tanh	sum		0.2	0.914022	0.918082	0.920371	0.9223758066950728	0.9248891010909512	0.9245983004772614	999	0.827719251314799
drugbank	3	0.01	4	sage	tanh	sum		0.5	0.902271	0.90642	0.911058	0.9131531536735696	0.9135671634990344	0.919387390234194	999	0.8475849231084188
drugbank	4	0.01	4	sage	tanh	sum		0.0	0.927211	0.908676	0.912486	0.937028037048406	0.9155194427953623	0.9202927919212244	543	0.4688806414604187
drugbank	4	0.01	4	sage	tanh	sum		0.2	0.917297	0.925398	0.9225	0.9266831003680328	0.9305912957451354	0.928481790697823	999	0.8574592153231303
drugbank	4	0.01	4	sage	tanh	sum		0.5	0.90575	0.910698	0.916244	0.9194847056255592	0.9181272004908896	0.923299364864623	999	0.8535731474558512
drugbank	5	0.01	4	sage	tanh	sum		0.0	0.933828	0.931029	0.933234	0.938733510380702	0.9343894633237488	0.9358031171947452	999	0.8651822765668233
drugbank	5	0.01	4	sage	tanh	sum		0.2	0.922588	0.924682	0.928502	0.9322051093495182	0.9302539220898444	0.92929321865685	999	0.8712663133939107
drugbank	5	0.01	4	sage	tanh	sum		0.5	0.916197	0.916879	0.920477	0.9249986447461837	0.923096666520163	0.9252877939907838	999	0.8765974005063375
drugbank	6	0.01	4	sage	tanh	sum		0.0	0.932772	0.916783	0.91984	0.939418746563244	0.9171914769032998	0.9219294717489164	450	0.3838489135106405
drugbank	6	0.01	4	sage	tanh	sum		0.2	0.925374	0.922789	0.928153	0.9336446730311114	0.9267776980788096	0.933588398609062	999	0.8726764798164368
drugbank	6	0.01	4	sage	tanh	sum		0.5	0.918954	0.916705	0.924796	0.929074575855861	0.9243841665160544	0.9306850326142414	999	0.8772445797920227
drugbank	7	0.01	4	sage	tanh	sum		0.0	0.931117	0.915922	0.925856	0.9375608428623058	0.9186236316367812	0.9263239433249092	309	0.273727802435557
drugbank	7	0.01	4	sage	tanh	sum		0.2	0.933216	0.935831	0.937683	0.939887904602145	0.9405821184061696	0.937531890788369	999	0.8824615875879923
drugbank	7	0.01	4	sage	tanh	sum		0.5	0.924673	0.917473	0.916289	0.9312391094763668	0.9245653455037516	0.924944149759131	999	0.8844968557357789
drugbank	8	0.01	4	sage	tanh	sum		0.0	0.940167	0.922849	0.928325	0.9447662761861916	0.9263693218587836	0.9316421750719764	652	0.5766447464625041
drugbank	8	0.01	4	sage	tanh	sum		0.2	0.925712	0.93107	0.931753	0.9336054475631246	0.9382085933623524	0.9352919774219532	999	0.8809116005897522
drugbank	8	0.01	4	sage	tanh	sum		0.5	0.918541	0.918688	0.926153	0.9273705834567096	0.9213546279757964	0.930840519510746	999	0.8872146725654602
drugbank	9	0.01	4	sage	tanh	sum		0.0	0.945903	0.931563	0.92831	0.9518015493107056	0.9356833558425002	0.932125631863782	517	0.4537056485811869
drugbank	9	0.01	4	sage	tanh	sum		0.2	0.937501	0.931334	0.931117	0.9427342321228368	0.9324342481943392	0.9333655449147308	999	0.8789129654566447
drugbank	9	0.01	4	sage	tanh	sum		0.5	0.919548	0.926315	0.934151	0.9295280071675952	0.9346619160876728	0.9395315880843764	999	0.8809913555781047
drugbank	10	0.01	4	sage	tanh	sum		0.0	0.930622	0.918776	0.911013	0.9365049755279928	0.915333642216661	0.9125537233049538	279	0.2467890938123067
drugbank	10	0.01	4	sage	tanh	sum		0.2	0.944476	0.93403	0.942919	0.94896853888758	0.9365053724562342	0.943500650907484	999	0.8994785428047181
drugbank	10	0.01	4	sage	tanh	sum		0.5	0.925652	0.922843	0.922177	0.9337301005391916	0.9277625305932756	0.9296116917399144	999	0.8942024270693462
drugbank	11	0.01	4	sage	tanh	sum		0.0	0.941279	0.928915	0.929228	0.9494042067498196	0.933223415129022	0.9297961567429014	672	0.5895587126413981
