param_database	param_hidden_channels	param_learning_rate	param_nb_hidden_layer	param_layer_type	param_act	param_aggr_type	param_n_heads	param_p	auc_train	auc_val	auc_test	aupr_train	aupr_val	aupr_test	iter	time
drugbank	10	0.01	2	sage	relu	mean		0.2	0.873417	0.851243	0.854125	0.8705248133884727	0.8495043118784944	0.8490215201243301	416	0.3670827865600586
drugbank	10	0.01	2	sage	relu	max		0.2	0.933862	0.917777	0.920683	0.939389516699523	0.9216625895281556	0.9201471409365491	999	0.8419751644134521
drugbank	10	0.01	2	sage	relu	sum		0.5	0.920588	0.914347	0.915979	0.9265061861039507	0.9156184586438504	0.9200011795003196	999	0.8248984416325887
drugbank	10	0.01	2	sage	relu	mean		0.5	0.842531	0.824853	0.825024	0.8310672807884121	0.8179019529316154	0.80825367354201	561	0.4848582863807678
drugbank	10	0.01	2	sage	relu	max		0.5	0.818206	0.851876	0.86557	0.7927348124611844	0.827651720675942	0.8461124665154385	999	0.8821594436963399
drugbank	10	0.01	3	sage	relu	sum		0.0	0.794331	0.779171	0.773407	0.8449580121885204	0.8341455795448744	0.82767410890131	51	0.0474549651145935
drugbank	10	0.01	3	sage	relu	mean		0.0	0.897082	0.871017	0.882958	0.9004049214233905	0.8699801988673145	0.880962153212081	378	0.368155845006307
drugbank	10	0.01	3	sage	relu	max		0.0	0.939515	0.924143	0.925557	0.9445183539510068	0.924114508694648	0.926137537700212	376	0.3426011919975281
drugbank	10	0.01	3	sage	relu	sum		0.2	0.929544	0.922098	0.919589	0.936608144129194	0.9293171104478803	0.9268668906827702	999	0.9143943150838216
drugbank	10	0.01	3	sage	relu	mean		0.2	0.883674	0.859765	0.869048	0.8873590381349092	0.8640788175266054	0.8712220981992973	999	0.9191229542096456
drugbank	10	0.01	3	sage	relu	max		0.2	0.942259	0.92265	0.931275	0.9474138156623578	0.9254864872342858	0.932851924675841	999	0.9585365295410156
drugbank	10	0.01	3	sage	relu	sum		0.5	0.829354	0.821349	0.806821	0.8567908801716422	0.848307835517741	0.8329151897156335	41	0.0391892631848653
drugbank	10	0.01	3	sage	relu	mean		0.5	0.596233	0.538431	0.500975	0.5334743558701835	0.4922746624461628	0.4726177249381411	41	0.0419232130050659
drugbank	10	0.01	3	sage	relu	max		0.5	0.677245	0.735071	0.783253	0.6630932847203953	0.7122917124118665	0.7548759937297127	999	0.940427792072296
drugbank	10	0.01	4	sage	relu	sum		0.0	0.812828	0.809925	0.822821	0.8480188809263082	0.8435023036564953	0.855157665840533	43	0.0423844178517659
drugbank	10	0.01	4	sage	relu	mean		0.0	0.909977	0.887006	0.892614	0.9084256865155056	0.8856864631459778	0.886101033249475	475	0.5035746415456136
drugbank	10	0.01	4	sage	relu	max		0.0	0.934115	0.914769	0.921078	0.9354600647757002	0.9103799335980538	0.9159801013218014	258	0.2759268879890442
drugbank	10	0.01	4	sage	relu	sum		0.2	0.771072	0.74572	0.764561	0.8163717964730116	0.7996188024186421	0.8124769218386549	49	0.0533084352811177
drugbank	10	0.01	4	sage	relu	mean		0.2	0.868124	0.848331	0.845135	0.8733004294258244	0.8509847258940754	0.8414596889793817	609	0.6269463539123535
drugbank	10	0.01	4	sage	relu	max		0.2	0.936848	0.923741	0.926311	0.9416506439278426	0.9242839075217394	0.9260633663128532	999	1.0099930047988892
drugbank	10	0.01	4	sage	relu	sum		0.5	0.297054	0.28756	0.292469	0.4384141791121642	0.426857793826008	0.430355500560328	41	0.0429155230522155
drugbank	10	0.01	4	sage	relu	mean		0.5	0.601277	0.536906	0.50423	0.5408805469935469	0.4922671058707861	0.4746038842067034	41	0.042879315217336
drugbank	10	0.01	4	sage	relu	max		0.5	0.7509	0.800444	0.858079	0.7166315943230885	0.7598271743239661	0.8249917583955997	999	1.0293721397717794
drugbank	10	0.01	5	sage	relu	sum		0.0	0.712362	0.704415	0.679335	0.7439451099061356	0.7252060379029317	0.6970947310816685	41	0.0403072635332743
drugbank	10	0.01	5	sage	relu	mean		0.0	0.893874	0.866584	0.875466	0.8953491562541304	0.8631631433021117	0.8699351675387643	355	0.3723599354426066
drugbank	10	0.01	5	sage	relu	max		0.0	0.943777	0.925069	0.918237	0.9458617927695636	0.9283286482739148	0.9174746757777592	490	0.5273187319437663
drugbank	10	0.01	5	sage	relu	sum		0.2	0.297084	0.301108	0.314164	0.4451609050779065	0.4590110547696886	0.4633965665134046	41	0.0401692152023315
drugbank	10	0.01	5	sage	relu	mean		0.2	0.735084	0.731492	0.738072	0.7986491121288892	0.7931063452603246	0.7952303670122016	550	0.5681057492891948
drugbank	10	0.01	5	sage	relu	max		0.2	0.854816	0.905044	0.917498	0.8462314218798516	0.8983153565206277	0.912128385795602	999	0.9977264682451884
drugbank	10	0.01	5	sage	relu	sum		0.5	0.751447	0.747494	0.73101	0.7762508925482721	0.7573004408487191	0.7220764331523942	41	0.0402018149693806
drugbank	10	0.01	5	sage	relu	mean		0.5	0.672926	0.648452	0.619276	0.7122089744873703	0.6964319833906921	0.668539908114733	41	0.0426353454589843
drugbank	10	0.01	5	sage	relu	max		0.5	0.770738	0.825463	0.840802	0.7671339566678184	0.8013755707422245	0.8258153430842261	999	1.0145431677500407
drugbank	20	0.01	1	sage	relu	sum		0.0	0.935016	0.91857	0.920664	0.9411183545813218	0.9240550814037412	0.9257540005467484	982	0.7768847624460856
drugbank	20	0.01	1	sage	relu	mean		0.0	0.887951	0.860301	0.865298	0.8860683843519528	0.8576125885011525	0.85901958437713	451	0.346355140209198
drugbank	20	0.01	1	sage	relu	max		0.0	0.91801	0.896954	0.908279	0.9208653532682116	0.8909847049363262	0.9068971509581942	655	0.5099946935971578
drugbank	20	0.01	2	sage	relu	sum		0.0	0.928364	0.908042	0.907379	0.9353838301272648	0.9215039151073204	0.9179550531225252	573	0.4930574973424276
drugbank	20	0.01	2	sage	relu	mean		0.0	0.899722	0.872309	0.875181	0.8995691186422425	0.8640414997042138	0.8649995273802583	284	0.253039288520813
drugbank	20	0.01	2	sage	relu	max		0.0	0.933438	0.91418	0.922653	0.9405079281489336	0.918234448430016	0.9238956675999233	271	0.2326334555943807
drugbank	20	0.01	2	sage	relu	sum		0.2	0.900439	0.895843	0.890409	0.9035334354187796	0.8985445217897993	0.8910317275663863	737	0.6237307588259379
drugbank	20	0.01	2	sage	relu	mean		0.2	0.910534	0.884685	0.885436	0.9082292191346492	0.8841251780555145	0.8841264512342318	228	0.204704213142395
drugbank	20	0.01	2	sage	relu	max		0.2	0.943902	0.918852	0.918528	0.9498649579042976	0.9221399334133284	0.9184460113865196	425	0.3585754831631978
drugbank	20	0.01	2	sage	relu	sum		0.5	0.930276	0.914788	0.929421	0.9388164677750916	0.9193485697446584	0.9355855715187854	591	0.4849188168843587
drugbank	20	0.01	2	sage	relu	mean		0.5	0.686946	0.665387	0.636512	0.7211523094657908	0.7189898092270091	0.7000499609065698	51	0.0456504305203755
drugbank	20	0.01	2	sage	relu	max		0.5	0.927169	0.907213	0.916151	0.9278056978228528	0.9025319467753796	0.911046861901409	999	0.8485238234202067
drugbank	20	0.01	3	sage	relu	sum		0.0	0.765434	0.773314	0.769558	0.8166626810695299	0.8163328127215654	0.8057938688708409	41	0.0364389697710673
drugbank	20	0.01	3	sage	relu	mean		0.0	0.908515	0.879968	0.886666	0.9062065828672276	0.8796994059325213	0.884088713252418	277	0.2887326677640279
drugbank	20	0.01	3	sage	relu	max		0.0	0.926265	0.906232	0.914389	0.9317996817694696	0.9091995623842722	0.9171236597877588	186	0.1683361689249674
drugbank	20	0.01	3	sage	relu	sum		0.2	0.826474	0.829785	0.838111	0.855060990185611	0.8488643441986299	0.8559257758601988	41	0.0372924089431762
drugbank	20	0.01	3	sage	relu	mean		0.2	0.878376	0.854566	0.863143	0.8876426191558819	0.8554731099940329	0.869382958087779	253	0.238680096467336
drugbank	20	0.01	3	sage	relu	max		0.2	0.952503	0.921393	0.925742	0.95426352096675	0.9243545644713796	0.9253971345998584	660	0.6012604792912801
drugbank	20	0.01	3	sage	relu	sum		0.5	0.845094	0.845155	0.831322	0.8633385496018575	0.8618653887322131	0.8454748165097883	41	0.0382091244061787
drugbank	20	0.01	3	sage	relu	mean		0.5	0.669969	0.636458	0.610999	0.6964730637627439	0.6829035571913644	0.6594965871239533	41	0.0411418914794921
drugbank	20	0.01	3	sage	relu	max		0.5	0.922514	0.915628	0.925859	0.925667096008904	0.909455533191267	0.9234658351089512	999	0.953824806213379
drugbank	20	0.01	4	sage	relu	sum		0.0	0.768249	0.732223	0.732242	0.8121481993082136	0.7812125979493891	0.7846501197148514	41	0.0408556381861368
drugbank	20	0.01	4	sage	relu	mean		0.0	0.901715	0.879099	0.884241	0.9062229603800002	0.8733769124721171	0.8767364628281069	306	0.3190376242001851
drugbank	20	0.01	4	sage	relu	max		0.0	0.939677	0.919538	0.928404	0.945816590433674	0.9231926634601992	0.9235114543851072	222	0.2222245772679646
drugbank	20	0.01	4	sage	relu	sum		0.2	0.778177	0.738981	0.740644	0.8325592181088994	0.8077141259271071	0.8077228558016065	41	0.0403099020322163
drugbank	20	0.01	4	sage	relu	mean		0.2	0.594926	0.534144	0.48528	0.5290239539357577	0.4892887662479264	0.4611464722728763	43	0.0498207569122314
drugbank	20	0.01	4	sage	relu	max		0.2	0.961145	0.927752	0.928247	0.9642650181320916	0.93189269514165	0.9295742560134914	670	0.6678611715634664
drugbank	20	0.01	4	sage	relu	sum		0.5	0.815886	0.826464	0.812945	0.8289869023948147	0.8387773385112326	0.8240841537935095	181	0.1752934137980143
drugbank	20	0.01	4	sage	relu	mean		0.5	0.664369	0.625735	0.597528	0.6902763490255455	0.6740298583017172	0.6578654474267762	41	0.0450344204902648
drugbank	20	0.01	4	sage	relu	max		0.5	0.86996	0.885173	0.913966	0.8546648933036156	0.8627072890132372	0.9028296415204966	999	1.0144777735074362
drugbank	20	0.01	5	sage	relu	sum		0.0	0.771927	0.758224	0.743924	0.8197230328528591	0.8087993505104161	0.802751384111845	41	0.0431238214174906
drugbank	20	0.01	5	sage	relu	mean		0.0	0.91483	0.892656	0.898615	0.9142937405139816	0.8872502512208671	0.8919249557132005	286	0.3356381257375081
drugbank	20	0.01	5	sage	relu	max		0.0	0.939463	0.921203	0.919512	0.9455078985435568	0.9240157013384764	0.9205811890298154	262	0.286245318253835
drugbank	20	0.01	5	sage	relu	sum		0.2	0.766873	0.753239	0.761242	0.8054216126253558	0.7895340165047369	0.7965788700587587	41	0.0426984310150146
drugbank	20	0.01	5	sage	relu	mean		0.2	0.744842	0.722116	0.715319	0.761787113278251	0.7463895504007869	0.735218393760076	74	0.0873140374819437
drugbank	20	0.01	5	sage	relu	max		0.2	0.947992	0.921148	0.928972	0.9495822420989264	0.9171747675162883	0.9240992196850676	999	1.082440157731374
drugbank	20	0.01	5	sage	relu	sum		0.5	0.750764	0.751408	0.731803	0.7827284044949563	0.7863969220283803	0.7661274985368698	41	0.0411184867223103
drugbank	20	0.01	5	sage	relu	mean		0.5	0.598154	0.564517	0.513926	0.5353840047146692	0.5099400751463554	0.4814018179368772	70	0.0818860411643982
drugbank	20	0.01	5	sage	relu	max		0.5	0.816464	0.848946	0.881344	0.8059883433888666	0.8304164064787177	0.8682574327605346	999	1.089832603931427
drugbank	7	0.01	1	sage	tanh	sum		0.0	0.915564	0.903719	0.907266	0.925687476708102	0.9123351900339396	0.9180259952335688	999	0.7445851802825928
drugbank	7	0.01	1	sage	tanh	mean		0.0	0.886068	0.855256	0.861597	0.8780445994067727	0.8441071939661358	0.8506814922740816	746	0.5440658648808797
drugbank	7	0.01	1	sage	tanh	max		0.0	0.905107	0.88915	0.895618	0.912263508617685	0.8860034095431294	0.898392166416023	732	0.532973051071167
drugbank	10	0.01	1	sage	tanh	sum		0.0	0.917013	0.901446	0.909501	0.9296755573205844	0.9113153760478068	0.9178478116784606	842	0.6177003026008606
drugbank	10	0.01	1	sage	tanh	mean		0.0	0.500151	0.499789	0.5	0.5001506477854776	0.5	0.5	999	0.6535261472066244
drugbank	10	0.01	1	sage	tanh	max		0.0	0.90178	0.882914	0.88317	0.90508122391497	0.8881363494052428	0.8869960625579467	999	0.7258134285608927
drugbank	20	0.01	1	sage	tanh	sum		0.0	0.926474	0.911829	0.915665	0.9345805325104328	0.9171056241215	0.9223479263621044	998	0.7314079205195109
drugbank	20	0.01	1	sage	tanh	mean		0.0	0.888972	0.857717	0.859407	0.8883160440576036	0.855712989012047	0.8550576519129294	485	0.3748050451278686
drugbank	20	0.01	1	sage	tanh	max		0.0	0.913721	0.891493	0.900783	0.9182545634975432	0.8946489337269781	0.9024047013586264	395	0.310531226793925
drugbank	7	0.01	1	graphconv	relu	sum		0.0	0.89462	0.887295	0.892187	0.9101424265841208	0.9034606943734852	0.9074422039136648	999	0.7515742977460226
drugbank	7	0.01	1	graphconv	relu	mean		0.0	0.867962	0.833146	0.850497	0.8655716155817399	0.8248831606799839	0.8416128031546485	831	0.6298461516698202
drugbank	7	0.01	1	graphconv	relu	max		0.0	0.904647	0.889371	0.888612	0.9098614006224311	0.8936316082386419	0.8908802588005074	999	0.7394897143046061
drugbank	7	0.01	2	graphconv	relu	sum		0.0	0.92304	0.915148	0.911839	0.9293223178529748	0.9200888701998952	0.9190151277246636	999	0.9177105069160462
drugbank	7	0.01	2	graphconv	relu	mean		0.0	0.90218	0.885567	0.880998	0.899253712815965	0.8801986746714046	0.873845093175311	999	0.9322956244150796
drugbank	7	0.01	2	graphconv	relu	max		0.0	0.934857	0.917517	0.918235	0.937485382327236	0.9155249201586608	0.9170479703331716	887	0.8712904691696167
drugbank	7	0.01	2	graphconv	relu	sum		0.2	0.927159	0.91271	0.918408	0.9358061142981186	0.9222881029582768	0.9255357969026016	999	0.9150748133659364
drugbank	7	0.01	2	graphconv	relu	mean		0.2	0.898566	0.873883	0.864536	0.8909273966146982	0.8591291167380397	0.8548116086016974	877	0.8491127292315165
drugbank	7	0.01	2	graphconv	relu	max		0.2	0.928124	0.91503	0.917559	0.9346247239146602	0.918133208352456	0.9178306235338972	999	0.9799645980199178
drugbank	7	0.01	2	graphconv	relu	sum		0.5	0.917146	0.910387	0.918228	0.9271480910695944	0.9167599725998204	0.9242272011846688	999	0.959915578365326
drugbank	7	0.01	2	graphconv	relu	mean		0.5	0.574563	0.523764	0.499136	0.5408565328742674	0.5119341887999467	0.498857605935934	158	0.1485941251118978
drugbank	7	0.01	2	graphconv	relu	max		0.5	0.922948	0.91036	0.912446	0.9263726986862204	0.9097579778681062	0.9098642307737904	999	0.9888318141301472
drugbank	7	0.01	3	graphconv	relu	sum		0.0	0.790822	0.777127	0.767281	0.8141561055555898	0.8059702557002633	0.7997048074893782	41	0.0406275987625122
drugbank	7	0.01	3	graphconv	relu	mean		0.0	0.899778	0.873282	0.877762	0.8989623764722717	0.8706299542838162	0.8756311943643541	548	0.5923113663991292
drugbank	7	0.01	3	graphconv	relu	max		0.0	0.91648	0.895192	0.902603	0.923181361430666	0.895523312634274	0.9025361250201144	252	0.2936484972635905
drugbank	7	0.01	3	graphconv	relu	sum		0.2	0.919584	0.918832	0.925112	0.9268243602948794	0.9236440733768848	0.9290256743243936	999	1.0451637466748556
drugbank	7	0.01	3	graphconv	relu	mean		0.2	0.5	0.5	0.5	0.5	0.5	0.5	999	1.0211954633394875
drugbank	7	0.01	3	graphconv	relu	max		0.2	0.932745	0.922325	0.923513	0.9382275904864256	0.926596567492495	0.9252873972226016	999	1.1091209133466085
drugbank	7	0.01	3	graphconv	relu	sum		0.5	0.922866	0.928415	0.928743	0.934138280198362	0.9358833034064552	0.9335285245333867	999	1.0879289865493775
drugbank	7	0.01	3	graphconv	relu	mean		0.5	0.583098	0.514502	0.466259	0.5529333078672416	0.5078491533375724	0.4809783296539251	201	0.2181723356246948
drugbank	7	0.01	3	graphconv	relu	max		0.5	0.882653	0.910281	0.922528	0.8867660257589859	0.910135689130946	0.9223619146069012	999	1.1006944537162782
drugbank	7	0.01	4	graphconv	relu	sum		0.0	0.758584	0.77771	0.766353	0.8014681729157203	0.8177042633499971	0.7967963610085376	41	0.0529020945231119
drugbank	7	0.01	4	graphconv	relu	mean		0.0	0.899582	0.873399	0.887933	0.901962249256018	0.8747047735077143	0.8851634470775596	466	0.5818158626556397
drugbank	7	0.01	4	graphconv	relu	max		0.0	0.928572	0.91192	0.913692	0.9348074890682214	0.9106689225098612	0.9143235281932838	730	0.8956891099611918
drugbank	7	0.01	4	graphconv	relu	sum		0.2	0.746222	0.736207	0.724379	0.7944799055285808	0.7931381579609487	0.7817223400475224	41	0.0467133243878682
drugbank	7	0.01	4	graphconv	relu	mean		0.2	0.738967	0.720857	0.730341	0.6900234715226712	0.6590726360789021	0.6830087410180329	999	1.216234548886617
drugbank	7	0.01	4	graphconv	relu	max		0.2	0.810951	0.844747	0.879003	0.8027671780661558	0.8367594066024232	0.8733609340730997	999	1.2068352460861207
drugbank	7	0.01	4	graphconv	relu	sum		0.5	0.837174	0.833217	0.831903	0.8668026155153385	0.8602207173258682	0.8600827132732122	136	0.1778347174326578
drugbank	7	0.01	4	graphconv	relu	mean		0.5	0.697823	0.67086	0.656746	0.7308581387330584	0.7148658858293157	0.7093914154402836	65	0.0887187878290812
drugbank	7	0.01	4	graphconv	relu	max		0.5	0.814919	0.828715	0.844319	0.8047129053331383	0.8109053694587078	0.8309861911189682	999	1.2125448703765869
drugbank	7	0.01	5	graphconv	relu	sum		0.0	0.777431	0.734418	0.658596	0.8015480766507863	0.770916803779044	0.7223234783684874	41	0.0548245549201965
drugbank	7	0.01	5	graphconv	relu	mean		0.0	0.90594	0.884565	0.892599	0.9062944724176588	0.8860083301347427	0.8842181859615205	485	0.6244861841201782
drugbank	7	0.01	5	graphconv	relu	max		0.0	0.92832	0.908502	0.911075	0.9321589912061314	0.9106858857394484	0.9126341086749006	266	0.3404992659886678
drugbank	7	0.01	5	graphconv	relu	sum		0.2	0.59114	0.547543	0.519561	0.591055619340974	0.5726204985788219	0.551148065828722	41	0.0545716921488444
drugbank	7	0.01	5	graphconv	relu	mean		0.2	0.808215	0.79179	0.801272	0.8352927559891927	0.8231498598966349	0.8265549128891387	999	1.2899922688802083
drugbank	7	0.01	5	graphconv	relu	max		0.2	0.846983	0.863442	0.886531	0.8415209355947373	0.8541753144098565	0.8763765253288622	999	1.2668728590011598
drugbank	7	0.01	5	graphconv	relu	sum		0.5	0.558858	0.516773	0.50408	0.53374630047474	0.5092374825922739	0.5023364208137221	42	0.047928504149119
drugbank	7	0.01	5	graphconv	relu	mean		0.5	0.677711	0.626385	0.62472	0.6873609314132137	0.644695164266637	0.6464129846854632	167	0.2170337398846944
drugbank	7	0.01	5	graphconv	relu	max		0.5	0.530022	0.599702	0.65938	0.5418856651558487	0.5861867735830351	0.6399645996467331	999	1.239523986975352
drugbank	10	0.01	1	graphconv	relu	sum		0.0	0.907399	0.90795	0.910345	0.9161543639568294	0.915506699832459	0.9143508489350614	999	0.919296904404958
drugbank	10	0.01	1	graphconv	relu	mean		0.0	0.868913	0.838375	0.84231	0.8688731420340892	0.8317986195252624	0.8362806256120411	482	0.4672291119893392
drugbank	10	0.01	1	graphconv	relu	max		0.0	0.90869	0.901463	0.892154	0.9122112089084422	0.904690274621737	0.896863432200055	999	0.9181736747423808
drugbank	10	0.01	2	graphconv	relu	sum		0.0	0.909386	0.906001	0.905528	0.9187308397884066	0.9068813807070252	0.9058055729571486	885	0.9133062442143758
drugbank	10	0.01	2	graphconv	relu	mean		0.0	0.900171	0.873834	0.876709	0.8969667394476717	0.8658808841275357	0.8588151968156323	393	0.3916337927182515
drugbank	10	0.01	2	graphconv	relu	max		0.0	0.930983	0.91211	0.91066	0.9347263186840707	0.9137367561613576	0.9117629165965264	540	0.531665547688802
drugbank	10	0.01	2	graphconv	relu	sum		0.2	0.93388	0.921427	0.92674	0.941920174556618	0.928048425375769	0.931813803181078	999	0.9587972482045491
drugbank	10	0.01	2	graphconv	relu	mean		0.2	0.909857	0.883362	0.879033	0.9094522830138028	0.8792676317527224	0.8759867104227416	713	0.7199694911638895
drugbank	10	0.01	2	graphconv	relu	max		0.2	0.933933	0.914146	0.918546	0.9387465940405246	0.9135707877717696	0.9187943725801856	999	0.8437458793322246
drugbank	10	0.01	2	graphconv	relu	sum		0.5	0.906958	0.904107	0.911968	0.9197721164821964	0.9149265293883548	0.92258917545227	999	0.8096270084381103
drugbank	10	0.01	2	graphconv	relu	mean		0.5	0.867935	0.848198	0.848587	0.858861413249671	0.8410188661838628	0.8332889373766661	999	0.7962145010630289
drugbank	10	0.01	2	graphconv	relu	max		0.5	0.932896	0.917476	0.920328	0.9379785398247458	0.9175495035268364	0.920311158922799	999	0.783727514743805
drugbank	10	0.01	3	graphconv	relu	sum		0.0	0.868837	0.814586	0.784145	0.8902642361418273	0.857690270344015	0.8295630878812764	70	0.0656478404998779
drugbank	10	0.01	3	graphconv	relu	mean		0.0	0.870262	0.838529	0.852211	0.8698495362592521	0.8301097152927379	0.8400912946071509	256	0.2283649086952209
drugbank	10	0.01	3	graphconv	relu	max		0.0	0.929029	0.910058	0.911774	0.9340142233808696	0.9164987797335452	0.9126914973184844	336	0.3121232906977335
drugbank	10	0.01	3	graphconv	relu	sum		0.2	0.812271	0.808926	0.794404	0.8545768989314244	0.847687709774637	0.8331780583557021	41	0.0371067841847737
drugbank	10	0.01	3	graphconv	relu	mean		0.2	0.873619	0.863874	0.853311	0.8732788563001332	0.8649309409937329	0.847626308643942	999	0.9656059106191
drugbank	10	0.01	3	graphconv	relu	max		0.2	0.908742	0.913362	0.922799	0.9107826672217496	0.9081731808917932	0.9213103239832516	999	0.9711428244908652
drugbank	10	0.01	3	graphconv	relu	sum		0.5	0.85349	0.836138	0.835481	0.8776207269933443	0.863217904693248	0.8580870586275132	49	0.0444672226905822
drugbank	10	0.01	3	graphconv	relu	mean		0.5	0.683824	0.642793	0.621046	0.7111293552849912	0.6870340272901747	0.6711634298300244	81	0.0761470198631286
drugbank	10	0.01	3	graphconv	relu	max		0.5	0.882272	0.907992	0.920297	0.8853886044858855	0.9051959930871734	0.9202346733523148	999	0.9871144851048788
drugbank	10	0.01	4	graphconv	relu	sum		0.0	0.867897	0.867318	0.839925	0.8922784041149553	0.8927810076397816	0.8680491951026482	63	0.0670563022295634
drugbank	10	0.01	4	graphconv	relu	mean		0.0	0.920072	0.898911	0.897872	0.9206649259447937	0.8958974165045365	0.8963126247530196	576	0.6439206878344218
drugbank	10	0.01	4	graphconv	relu	max		0.0	0.935802	0.919435	0.920768	0.941854767266941	0.9193132433110844	0.9207713023021032	521	0.5477933526039124
drugbank	10	0.01	4	graphconv	relu	sum		0.2	0.917547	0.920938	0.919942	0.9271666625818834	0.9258390156195636	0.9261513143969944	999	1.0273202061653135
drugbank	10	0.01	4	graphconv	relu	mean		0.2	0.868212	0.855027	0.865844	0.8709571919534485	0.8504837467207543	0.8663038929784929	999	1.1344002803166708
drugbank	10	0.01	4	graphconv	relu	max		0.2	0.933765	0.916034	0.92778	0.9369659023494992	0.920155010027646	0.9275324032010264	999	1.1321407318115235
drugbank	10	0.01	4	graphconv	relu	sum		0.5	0.770292	0.73945	0.736437	0.7960455885906812	0.7665145894915273	0.7558070313522345	41	0.04304727713267
drugbank	10	0.01	4	graphconv	relu	mean		0.5	0.68534	0.625426	0.596788	0.7126458206873165	0.675961562040609	0.6572428978548017	41	0.0463919202486674
drugbank	10	0.01	4	graphconv	relu	max		0.5	0.767783	0.82112	0.85969	0.7265273360418641	0.7698601558471754	0.823161914118302	999	1.1101601481437684
drugbank	10	0.01	5	graphconv	relu	sum		0.0	0.748954	0.746058	0.752474	0.8075173899337411	0.7971669726391095	0.7905785947225733	41	0.0402918616930643
drugbank	10	0.01	5	graphconv	relu	mean		0.0	0.893877	0.871383	0.87427	0.8942504253390768	0.8614868166153541	0.862145766590552	593	0.6823734958966573
drugbank	10	0.01	5	graphconv	relu	max		0.0	0.925436	0.910026	0.90662	0.9297323408607197	0.904421349274532	0.8935777629371197	211	0.2175556580225626
drugbank	10	0.01	5	graphconv	relu	sum		0.2	0.63309	0.633684	0.628958	0.7175205947682592	0.7251369353151567	0.7218467912321472	41	0.0401506741841634
drugbank	10	0.01	5	graphconv	relu	mean		0.2	0.711634	0.700577	0.70482	0.7297537388038915	0.7200052866380404	0.7300483506939157	236	0.253778882821401
drugbank	10	0.01	5	graphconv	relu	max		0.2	0.908626	0.908858	0.926856	0.90898219244401	0.9097410815953548	0.9264273695162556	999	1.0938471913337708
drugbank	10	0.01	5	graphconv	relu	sum		0.5	0.711485	0.6994	0.703558	0.7283893156914196	0.7307454916094509	0.7209186848541143	41	0.0580660422643025
drugbank	10	0.01	5	graphconv	relu	mean		0.5	0.661467	0.620169	0.592733	0.6236987688440818	0.5891643170215253	0.5680675632586399	45	0.05782919327418
drugbank	10	0.01	5	graphconv	relu	max		0.5	0.69946	0.760197	0.812577	0.6799361428884219	0.7245872899561027	0.7810210894522216	999	1.0949259837468466
drugbank	20	0.01	1	graphconv	relu	sum		0.0	0.929982	0.913658	0.916332	0.93712809487042	0.9237983182194446	0.9204463008707948	730	0.5670302510261536
drugbank	20	0.01	1	graphconv	relu	mean		0.0	0.884866	0.856421	0.864346	0.8774434776281718	0.8451643289569992	0.8502750435649358	362	0.279907751083374
drugbank	20	0.01	1	graphconv	relu	max		0.0	0.912987	0.892784	0.902042	0.916165301680282	0.8933667811705583	0.9018965763542116	650	0.5062492211659749
drugbank	20	0.01	2	graphconv	relu	sum		0.0	0.945624	0.931507	0.927734	0.9513937031858436	0.9376598883476426	0.9291828923215408	592	0.6350636998812358
drugbank	20	0.01	2	graphconv	relu	mean		0.0	0.906152	0.879517	0.882157	0.904169556096675	0.875125512272295	0.8755106990151936	296	0.3147710760434468
drugbank	20	0.01	2	graphconv	relu	max		0.0	0.931911	0.911715	0.911281	0.9370558196564585	0.9154584802781028	0.9131989205520455	430	0.4352237860361735
drugbank	20	0.01	2	graphconv	relu	sum		0.2	0.945547	0.925723	0.931074	0.9508051138634676	0.934549220538003	0.9347296051404808	697	0.706993559996287
drugbank	20	0.01	2	graphconv	relu	mean		0.2	0.919252	0.892385	0.893941	0.9196020365238238	0.8892198597017207	0.8872415510740541	235	0.2013436079025268
drugbank	20	0.01	2	graphconv	relu	max		0.2	0.932202	0.900895	0.913603	0.9372862148021606	0.8997753130711434	0.9144300514090142	999	0.8698228200276693
drugbank	20	0.01	2	graphconv	relu	sum		0.5	0.942624	0.929125	0.92552	0.9473267387005244	0.9358307046249342	0.9334214307107236	999	1.035580277442932
drugbank	20	0.01	2	graphconv	relu	mean		0.5	0.818525	0.798167	0.783333	0.8243231797174403	0.8077249835051107	0.7906994966866681	284	0.3389474908510844
drugbank	20	0.01	2	graphconv	relu	max		0.5	0.938801	0.923494	0.92827	0.9421505604814372	0.9244471954994302	0.9273173577986868	999	1.103574820359548
drugbank	20	0.01	3	graphconv	relu	sum		0.0	0.830393	0.812482	0.816164	0.8564876673579646	0.8424029779098429	0.8432988114800805	45	0.0564731319745381
drugbank	20	0.01	3	graphconv	relu	mean		0.0	0.907547	0.882921	0.88791	0.9097175556331278	0.8814188552450508	0.8672346370558256	235	0.301646093527476
drugbank	20	0.01	3	graphconv	relu	max		0.0	0.92876	0.909524	0.918606	0.9339509650202188	0.9121238954315204	0.9203883791531352	237	0.2984307805697123
drugbank	20	0.01	3	graphconv	relu	sum		0.2	0.798447	0.799026	0.801766	0.8253095792421105	0.8250204469109907	0.83089155819933	41	0.0519513885180155
drugbank	20	0.01	3	graphconv	relu	mean		0.2	0.822773	0.798875	0.790966	0.8364700257714274	0.811010821065842	0.8049781704705006	135	0.1771145621935526
